holding_costs,max_holding,return,std,trans_costs,turnover
0.001,0.4,0.008421092332175695,0.09241281284040731,0.015,0.8239277867092065
0.002,0.4,0.014550205732881905,0.08860125983703766,0.015,0.7922645215271676
0.0,0.5,0.02950588546811761,0.09126274086398083,0.0005,7.935818500378541
0.0005,0.5,0.04585732545011911,0.08895790877212073,0.0005,6.921537409332935
0.001,0.5,0.053429861766269626,0.08719602445013966,0.0005,6.313254668808565
0.002,0.5,0.06126334894566532,0.08495015373949957,0.0005,5.3420468050514005
0.0,0.5,0.03118717085815481,0.09115151640371937,0.001,6.755410562584043
0.0005,0.5,0.04757550608554206,0.0887196841604612,0.001,5.8647414124915995
0.001,0.5,0.05494133736811979,0.08701301897671465,0.001,5.351428817933754
0.002,0.5,0.0605053336838306,0.08462336858665755,0.001,4.562847368371361
0.0,0.5,0.023010953638334497,0.09418887223755765,0.004,3.905353152869092
