holding_costs,max_holding,return,std,trans_costs,turnover
0.0,0.2,0.057645235778722714,0.08098325665790591,0.0005,3.820997047557351
0.0005,0.2,0.053786058675779014,0.07938138721211005,0.0005,3.714192953927878
0.001,0.2,0.04998654646095302,0.07790172177105431,0.0005,3.6835927126131316
0.002,0.2,0.047142533557798405,0.07677042433364592,0.0005,3.546815983181384
0.0,0.2,0.05685598582559237,0.08131313301227866,0.001,3.0687861920130413
0.0005,0.2,0.05241199866293078,0.07965322678292096,0.001,3.0110191151165018
0.001,0.2,0.05002673707520211,0.07804696774821951,0.001,3.023651576578027
0.002,0.2,0.046368357548580486,0.07690773845511562,0.001,2.9515537026219847
0.0,0.2,0.05379594770993679,0.07965037538302763,0.004,1.3400191782426993
0.0005,0.2,0.05319671095030398,0.07854487231540642,0.004,1.4174154566200905
0.001,0.2,0.04974426462289139,0.07824700972694658,0.004,1.4479947123045436
0.002,0.2,0.043061724582560634,0.07753108816572743,0.004,1.4970511676128975
0.0,0.2,0.040684517555152455,0.08412684570422475,0.008,0.6131825487788933
0.0005,0.2,0.03810190095538579,0.0825651417604355,0.008,0.6919602306876775
0.001,0.2,0.0378246424348776,0.08214489944064753,0.008,0.7304506338596696
0.002,0.2,0.0356663184683248,0.08131671461153771,0.008,0.8002502455557342
0.0,0.2,0.03165835332385658,0.08751048589393151,0.012,0.40680346423937175
0.0005,0.2,0.03070392008046552,0.08668938546463725,0.012,0.4514003413796145
0.001,0.2,0.030663628338764015,0.08716064697594188,0.012,0.4670485100361394
0.002,0.2,0.028172939836302868,0.08655430769985459,0.012,0.5080131127943555
0.0,0.2,0.02808071948141655,0.08894269919959542,0.015,0.3780018953738751
0.0005,0.2,0.02714646171760471,0.08769935136844781,0.015,0.4005023824777195
0.001,0.2,0.022792726060946844,0.08744318058799763,0.015,0.40762600257809184
0.002,0.2,0.02016754978709101,0.08671498123546019,0.015,0.4216772413114365
0.0,0.3,0.03709516530805268,0.08129152701219476,0.0005,6.072421497052241
0.0005,0.3,0.04218224473635135,0.08206546260991109,0.0005,5.734401420205884
0.001,0.3,0.043147248713222286,0.08158850313357081,0.0005,5.375039454126622
0.002,0.3,0.04635323273557557,0.07991642426933036,0.0005,4.584631341575976
0.0,0.3,0.036167480928102735,0.0812801902793875,0.001,5.226522579082464
0.0005,0.3,0.04183220781658892,0.08226654485113684,0.001,4.841938369824253
0.001,0.3,0.044164311670696677,0.08170669742475042,0.001,4.512851891494132
0.002,0.3,0.046267499263063394,0.07979444246956814,0.001,3.8766646554487263
0.0,0.3,0.03016852036942219,0.08415367557250832,0.004,2.626950034655923
0.0005,0.3,0.037102986511551084,0.08449194706003924,0.004,2.5697837455593193
0.001,0.3,0.03980743289597033,0.08399837978276925,0.004,2.4420841270846667
0.002,0.3,0.042036590545176944,0.08075700772858235,0.004,2.1154628411146663
0.0,0.3,0.016273163006958358,0.09043799253634524,0.008,1.2856027499435236
0.0005,0.3,0.023973376868883456,0.0891442004387228,0.008,1.2766736876738782
0.001,0.3,0.02614850808985847,0.0880272137968531,0.008,1.2929181923498787
0.002,0.3,0.029961491921806083,0.08376131048037697,0.008,1.1754127034859034
0.0,0.3,0.0033464811472316836,0.09601763168709694,0.012,0.7479283355442271
0.0005,0.3,0.008044055685598295,0.09242443635760544,0.012,0.73079750278861
0.001,0.3,0.012873958296145904,0.09080598203820797,0.012,0.7480589159199249
0.002,0.3,0.019513574159347735,0.08713998728760473,0.012,0.7781526506723145
0.0,0.3,-0.004124809086820558,0.09831628190741291,0.015,0.5910306341579167
0.0005,0.3,0.00012210222138819837,0.09496543680707073,0.015,0.5921122568746086
0.001,0.3,0.004870832215524423,0.09296931337872032,0.015,0.6073234498887436
0.002,0.3,0.010410700835491227,0.08752836531471134,0.015,0.6281819399612603
0.0,0.4,0.031020877060004004,0.08793694363741038,0.0005,7.071028442373602
0.0005,0.4,0.04147565713018975,0.08626420182452606,0.0005,6.4683555493917115
0.001,0.4,0.04675299897215801,0.08455960540964758,0.0005,5.899347664360347
0.002,0.4,0.05378149246013364,0.08234027370495807,0.0005,4.915295028365503
0.0,0.4,0.031280065974855775,0.08793342461366663,0.001,6.052993551268146
0.0005,0.4,0.043072897353495954,0.08601277497844614,0.001,5.468318072115974
0.001,0.4,0.04819150563239116,0.08435737029353889,0.001,4.960946345485682
0.002,0.4,0.05371008644399211,0.08215832350628016,0.001,4.187739429187235
0.0,0.4,0.02338336626813864,0.0894880809286938,0.004,3.4522511905362476
0.0005,0.4,0.03739182337549285,0.0886819070351019,0.004,3.021962128268037
0.001,0.4,0.044013605272172684,0.08656196586315658,0.004,2.770859232218322
0.002,0.4,0.04727195786186078,0.08332653844234977,0.004,2.424756040035055
0.0,0.4,0.008612266113134481,0.09465877053490974,0.008,1.7228979003632479
0.0005,0.4,0.02028542279716472,0.09247275833399284,0.008,1.7228357201700868
0.001,0.4,0.0288693777778668,0.08981515469838171,0.008,1.5940492565221622
0.002,0.4,0.03486384173258794,0.08516718755243396,0.008,1.4088685435421933
0.0,0.4,-0.01034927086127102,0.09334361402672836,0.012,1.0120837254877941
0.0005,0.4,0.005875827294125502,0.09340637033488605,0.012,1.0418797962542088
0.001,0.4,0.017469237206421573,0.09272913339091055,0.012,1.054438464338569
0.002,0.4,0.024669966419805567,0.08732935469102764,0.012,0.9816350238133322
0.0,0.4,-0.021218701121613393,0.0950627699436039,0.015,0.8320948751556229
0.0005,0.4,-0.005418769585824101,0.09384530077670139,0.015,0.8570448262496456
