gamma_1,gamma_3,gamma_5,gamma_10,gamma_15,gamma_25,short_cons,D_max,timestamp,T-bills rf
1424.3239954068463,1487.8966666276983,1449.9672686481647,1325.8249680091558,1299.5593196267184,1286.782075400246,LO,0.1,2011-11-25,495.0676
1428.7410339534242,1494.8463748426486,1457.6924276193406,1333.088427977017,1306.5568159937839,1293.7393966161756,LO,0.1,2011-11-28,495.068
1427.4473819800478,1493.428698565057,1456.4822304132774,1332.237764756448,1305.8481258202441,1293.26601940216,LO,0.1,2011-11-29,495.0726
1422.9608955171043,1489.0707297212489,1455.383931034585,1332.6773936983404,1306.2805567897633,1294.4844665766177,LO,0.1,2011-11-30,495.0726
1419.1107967702885,1485.0137202355893,1451.2285596633367,1329.8496608526425,1304.163924536945,1292.7913689822346,LO,0.1,2011-12-01,495.0789
1418.1198066177105,1483.975023022309,1450.1870434346015,1329.1317183239132,1303.6156308456023,1292.35899450477,LO,0.1,2011-12-02,495.079
1412.870780970545,1478.5801704901821,1445.6269758607607,1325.5161650185173,1300.3254726250664,1289.3227335720683,LO,0.1,2011-12-05,495.0792
1403.8541581621078,1469.1975454199119,1436.3350344009687,1317.4039544133527,1292.9257471983328,1282.627059783579,LO,0.1,2011-12-06,495.0735
1410.3777178264272,1476.1319587985845,1443.3584602673827,1323.1959928247636,1298.0079335001042,1287.1234745492836,LO,0.1,2011-12-07,495.0736
1402.5127423885704,1468.7031498488614,1436.6983382084,1317.7075045029703,1293.1047151384169,1282.504542855027,LO,0.1,2011-12-08,495.0794
1399.3618003931963,1465.8390539790614,1433.4648722758777,1314.7361667854314,1290.4713082570227,1280.2893788869349,LO,0.1,2011-12-09,495.0795
1394.101993012034,1459.6483150794634,1427.092847247409,1309.8523837733474,1285.9871508136066,1275.838359819424,LO,0.1,2011-12-12,495.0797
1396.4591094049165,1461.6033144433427,1428.7425758788258,1310.5826433519244,1286.3959352728136,1275.8660190785479,LO,0.1,2011-12-13,495.0744
1388.8712610631205,1452.8604354789402,1419.5740886205353,1303.2030250897978,1279.8545016628118,1269.9159044205128,LO,0.1,2011-12-14,495.0799
1383.6827085407424,1447.290336470239,1414.173437670811,1299.1591369407731,1276.3306032583455,1267.1651709334449,LO,0.1,2011-12-15,495.0799
1390.104281290828,1453.5518579229013,1420.0094467157253,1304.017300646604,1280.9229515143998,1271.4277467167028,LO,0.1,2011-12-16,495.08
1382.8783620151403,1447.6105751838627,1415.9664452466154,1301.2767895526238,1278.4513280591568,1269.1828682346636,LO,0.1,2011-12-19,495.0752
1397.6708817623373,1459.9295574301389,1425.7468406989126,1308.3797361269937,1284.6774507518867,1274.071392363178,LO,0.1,2011-12-20,495.0803
1393.3858538774364,1455.9934994513355,1422.4690518874033,1306.2140165865044,1282.8441873934325,1272.3785365087635,LO,0.1,2011-12-21,495.0803
1395.1437266736634,1457.3885487889074,1423.6078095829582,1307.207995781578,1283.8659742589477,1273.4856480908609,LO,0.1,2011-12-22,495.0804
1396.9016791749266,1458.1929578723857,1423.618304413514,1306.9861912211907,1283.435249114663,1272.800702125287,LO,0.1,2011-12-23,495.0805
1395.7045975333583,1456.5452723079275,1422.0030290031937,1305.701176121584,1282.366395553222,1271.9853588135861,LO,0.1,2011-12-26,495.0806
1393.4444310687202,1454.0056370530963,1419.799747350263,1304.165481370258,1281.0295994115293,1270.940765306203,LO,0.1,2011-12-27,495.0807
1381.2948782202186,1445.4618939315183,1413.8283192018725,1300.484405438838,1277.891427861772,1268.3198567094562,LO,0.1,2011-12-28,495.0808
1379.3386109366413,1442.1130246138712,1410.2771360280976,1298.148490201378,1275.9213456418838,1266.835191754676,LO,0.1,2011-12-29,495.0766
1382.551257288975,1445.937718261416,1413.6210672668064,1300.825741528636,1278.4312139410433,1269.2970611084247,LO,0.1,2011-12-30,495.0728
1390.4708202136412,1452.8195655227687,1419.3677036745714,1304.814102062002,1281.97637140871,1272.350994657236,LO,0.1,2012-01-02,495.07915
1410.292181725065,1467.8308756178117,1429.7765854851532,1311.80600259558,1288.136254411168,1276.9367929637256,LO,0.1,2012-01-03,495.0855
1411.118237934855,1468.98184661455,1431.1763335172423,1312.7836277160554,1288.9820381113,1277.3339816730102,LO,0.1,2012-01-04,495.0972
1404.6582061766385,1464.1839267214978,1428.2901061578455,1311.0715010380648,1287.510395885541,1275.963991575334,LO,0.1,2012-01-05,495.0859
1405.832734211888,1465.2899457752949,1429.5271208747288,1312.1828975672033,1288.5896226862917,1276.8015783202914,LO,0.1,2012-01-06,495.0805
1406.7359869877853,1466.618570197517,1430.7821704053758,1312.9894754994368,1289.2739998227999,1277.3080761726958,LO,0.1,2012-01-09,495.0867
1424.208172837187,1481.6947780976423,1442.2829648541472,1320.7531674693348,1296.1424061371674,1283.2842049633716,LO,0.1,2012-01-10,495.0816
1423.8145642810848,1481.9418635425627,1442.7441454776028,1321.3439922092625,1296.7773068375689,1283.9880814272383,LO,0.1,2012-01-11,495.0871
1431.0624169593843,1489.0219994491606,1448.908377458734,1325.440325627411,1300.4150320481124,1287.1344416932207,LO,0.1,2012-01-12,495.0717
1424.1489360498965,1483.0752222048395,1443.612234984563,1322.1791446772168,1297.6426939682246,1284.744683459995,LO,0.1,2012-01-13,495.0669
1427.033565133093,1484.993592202457,1445.2206335116202,1323.3301600751606,1298.678581433399,1285.6817419874424,LO,0.1,2012-01-16,495.0703
1438.1282954114572,1495.3497270808248,1454.2053784862194,1328.8557547200794,1303.3797185533488,1289.6353980422207,LO,0.1,2012-01-17,495.0737
1446.9842254829007,1501.7879011476696,1458.8687015811404,1331.6117212992938,1305.5872512984831,1291.425193511929,LO,0.1,2012-01-18,495.0789
1459.472362298456,1510.0459030714876,1465.2319206416769,1335.0748275151477,1308.4290508154472,1293.8118482191226,LO,0.1,2012-01-19,495.0698
1459.879236834727,1510.3289737749521,1465.4323926192185,1334.9407633945177,1308.2172899816228,1293.5385411151683,LO,0.1,2012-01-20,495.0703
1467.9018046852357,1515.4163834315725,1470.6468467121729,1338.1923574712935,1311.0057495291094,1295.9078417544142,LO,0.1,2012-01-23,495.0762
1462.8539966774383,1512.0143204054302,1467.7175801902858,1336.3028393608347,1309.3928689420732,1294.5085468021307,LO,0.1,2012-01-24,495.0766
1465.5446200036147,1514.5869337462018,1469.7792807145863,1337.974296080992,1310.9733751043689,1295.994493431178,LO,0.1,2012-01-25,495.077
1484.977440207335,1533.1298811200145,1487.8411374533448,1350.580344295049,1321.7946913572296,1305.3261586626327,LO,0.1,2012-01-26,495.0561
1483.2898447863256,1532.0416420505287,1487.8115662560294,1350.8983772093966,1322.1870194033183,1305.745058050932,LO,0.1,2012-01-27,495.0611
1474.288209026798,1526.995663681406,1484.3789957194267,1349.2686885101966,1320.9890657575681,1304.8814851399763,LO,0.1,2012-01-30,495.0631
1481.4006767271972,1535.0702547059902,1491.881829665705,1354.3691772602397,1325.286859143743,1308.488529261181,LO,0.1,2012-01-31,495.0638
1497.65988164466,1546.9001294730654,1499.225079479693,1358.4401433349076,1328.6424479696914,1311.331640846196,LO,0.1,2012-02-01,495.0584
1503.5097515709624,1554.8380446442313,1505.9757253366556,1362.6174637201125,1331.9667940245486,1313.945094596647,LO,0.1,2012-02-02,495.0345
1514.424508957277,1560.6476489810977,1509.0999541164733,1363.846031126665,1332.8517096366368,1314.551857932058,LO,0.1,2012-02-03,495.0418
1509.0759065083114,1557.0505977803912,1506.564877565653,1362.1710268243837,1331.7077659259169,1313.8044941493024,LO,0.1,2012-02-06,495.051
1515.120100540033,1559.8017580520038,1508.356415777475,1363.3909588202573,1332.6182621458129,1314.4842320423597,LO,0.1,2012-02-07,495.0521
1521.0183461390934,1565.175984195555,1515.392201907199,1369.258250128994,1337.4730266380736,1318.4174385028205,LO,0.1,2012-02-08,495.0589
1526.4607671981707,1567.8771233208913,1516.741177016669,1369.9132362864018,1337.90035771864,1318.7172334010909,LO,0.1,2012-02-09,495.0484
1503.4281699989972,1549.8582038694235,1501.7615767704665,1359.603863800647,1329.7213637177022,1312.1901956248287,LO,0.1,2012-02-10,495.0495
1516.295474999751,1559.4955878368019,1509.4441989893232,1364.635920281508,1333.775827400265,1315.543346729739,LO,0.1,2012-02-13,495.0419
1507.5555146528693,1555.0662156693681,1507.2146041366802,1364.0329736226952,1333.4405221397487,1315.3794646304507,LO,0.1,2012-02-14,495.0271
1510.4658821705752,1557.874848206709,1510.538276953584,1366.1867154660665,1335.181603984236,1316.7332928926407,LO,0.1,2012-02-15,495.0391
1510.7741988568998,1556.7707061548804,1508.002939099852,1364.0862513031236,1333.4004367276534,1315.297564866065,LO,0.1,2012-02-16,495.0457
1522.9956962778451,1566.3372863585555,1515.3577759722853,1368.4874805700765,1336.8807712160026,1318.0774867560704,LO,0.1,2012-02-17,495.0675
1531.4638726320588,1571.3363838953908,1519.023604117296,1370.8769421421243,1338.7778380665122,1319.6300298587028,LO,0.1,2012-02-20,495.0719
1529.061753900276,1571.1858057419004,1520.0566126637702,1372.3766177763782,1339.9550974451915,1320.5473860637383,LO,0.1,2012-02-21,495.0763
1523.8983848768507,1569.3971550126496,1519.5447372873853,1372.5026838277463,1340.1783513165478,1320.8033366890288,LO,0.1,2012-02-22,495.0771
1530.5989722287645,1575.5078011199375,1524.7533711644294,1377.159888000982,1344.0057206217937,1324.1044581247372,LO,0.1,2012-02-23,495.0638
1540.2339964740258,1579.7467794528136,1528.485060438479,1379.6570757034315,1346.1325743967373,1325.9696211589871,LO,0.1,2012-02-24,495.0556
1531.8810519669385,1575.1840222249818,1525.0087278096673,1377.9874741151068,1344.9726922284076,1325.1889888087533,LO,0.1,2012-02-27,495.0503
1537.9858367179886,1581.3271538136646,1531.1735094406642,1382.4409990511165,1348.6300777238964,1328.153919872828,LO,0.1,2012-02-28,495.0693
1536.3954435151886,1578.9842238685587,1529.6736163384703,1380.5622629877303,1347.018034468198,1326.69837458199,LO,0.1,2012-02-29,495.0704
1532.3150747265213,1570.8125732256133,1521.1960270026532,1372.9379714768725,1340.5883931171418,1321.594415279809,LO,0.1,2012-03-01,495.0839
1526.3888142266346,1567.0580121665566,1519.3315584538766,1371.912962806694,1339.894002191885,1321.1127441223196,LO,0.1,2012-03-02,495.0911
1519.0748712331526,1559.899711059192,1512.4653850272246,1367.2015295087513,1335.87334918739,1317.714602447414,LO,0.1,2012-03-05,495.0999
1482.8987047074577,1532.6418354078364,1490.5155019976912,1352.125730384062,1323.453329497031,1307.5621671932872,LO,0.1,2012-03-06,495.1008
1493.4758740460622,1540.0346431804512,1495.0623228012673,1355.2580109577355,1325.977099491528,1309.622071376493,LO,0.1,2012-03-07,495.1017
1516.6075654952108,1553.684575436801,1506.413014572986,1362.7566831737063,1332.2950840105273,1315.0761074696288,LO,0.1,2012-03-08,495.1026
1519.6750473903248,1556.960041173833,1509.3940893876493,1364.367965996827,1333.664122867073,1316.2421342930302,LO,0.1,2012-03-09,495.0978
1520.862586289861,1555.7098290200609,1508.389345203942,1364.8363865470028,1334.0450473849808,1316.574986291684,LO,0.1,2012-03-12,495.0953
1539.8793292355072,1568.8960984058622,1518.9716867363015,1370.7045060034038,1338.889772068485,1320.659898687931,LO,0.1,2012-03-13,495.0963
1529.058127360326,1557.0341277988168,1507.5280028604523,1360.4351119275073,1330.1040044740191,1312.9932178715223,LO,0.1,2012-03-14,495.0921
1535.8570198656028,1561.703537909942,1510.8721516516835,1362.7945370430075,1332.0395099628083,1314.628005770114,LO,0.1,2012-03-15,495.0932
1543.1644792247794,1563.9794408366022,1513.0652055612697,1364.9124240562912,1333.8503079801235,1316.2176467175059,LO,0.1,2012-03-16,495.0943
1547.1527127291276,1566.0963302985135,1514.1271900052998,1365.496225822187,1334.1543303166134,1316.3214566648662,LO,0.1,2012-03-19,495.0976
1535.8858815416338,1556.9409111879418,1507.29993519118,1361.594388861984,1330.8957510064622,1313.548644336374,LO,0.1,2012-03-20,495.0938
1531.470237620085,1554.2723819855044,1505.393240845258,1360.5287048178038,1330.1936566590032,1313.106964011535,LO,0.1,2012-03-21,495.0998
1517.3225376749733,1543.3546951170583,1496.7753535363595,1354.8916299400744,1325.5171525789833,1309.1428993429963,LO,0.1,2012-03-22,495.1103
1524.4484478417228,1552.1247864553352,1504.435416730318,1360.594718882008,1330.3040209122883,1313.2613133927857,LO,0.1,2012-03-23,495.1113
1540.3653854508575,1564.4557411096666,1514.731817475078,1367.9631777002041,1336.5087212470814,1318.6024054205684,LO,0.1,2012-03-26,495.1187
1545.8647232181913,1569.4077658590782,1519.502559087889,1370.937450112257,1339.0339917963843,1320.8343314300762,LO,0.1,2012-03-27,495.124
1532.4314378951312,1559.2664446741314,1510.4240920274335,1364.703500753759,1333.8353462231416,1316.3750675609929,LO,0.1,2012-03-28,495.1248
1519.6733891454928,1549.963946777753,1502.497580875397,1359.6188739589743,1329.6903956512897,1312.902886265905,LO,0.1,2012-03-29,495.1427
1532.002187530969,1558.0903493704081,1508.4033880145519,1362.8854294407279,1332.2495270108395,1314.9584998165444,LO,0.1,2012-03-30,495.1314
1543.7510283231652,1569.131678583357,1517.3260510797752,1368.9922149226604,1337.3998505515033,1319.3891971908865,LO,0.1,2012-04-02,495.1394
1542.129063719314,1567.8290263682063,1515.9329568031233,1367.2807354498868,1335.8171234262322,1317.8925606967564,LO,0.1,2012-04-03,495.1462
1506.6408581574178,1539.4867328695468,1493.1887756163414,1352.4060100209279,1323.6403061953517,1307.6442911199633,LO,0.1,2012-04-04,495.1413
1507.2694821548196,1541.2485607405472,1495.4206138122827,1354.4555643698911,1325.5034789290492,1309.361881227339,LO,0.1,2012-04-05,495.148
1506.8147757290233,1541.5386838155118,1496.0076383746168,1354.9203384916495,1326.0471161781932,1309.9930408861646,LO,0.1,2012-04-06,495.1545
1500.3349854738374,1534.9877157491353,1491.4984272375455,1352.6398821966982,1324.1930673138752,1308.472052504664,LO,0.1,2012-04-09,495.1462
1480.2810696269257,1519.1303923372684,1480.61546527628,1346.3242816407283,1319.0926473585307,1304.2692932583539,LO,0.1,2012-04-10,495.1364
1491.0947030515604,1526.5885477415122,1486.6005404888965,1350.3121399572935,1322.242129244573,1306.8219285251103,LO,0.1,2012-04-11,495.1428
1508.4716726549757,1539.8898529399269,1497.4195955345936,1357.447436776476,1328.1541743038522,1311.7889842809268,LO,0.1,2012-04-12,495.1386
1494.050019657133,1531.4347363123757,1491.3756265985614,1353.8666608660014,1325.4503811842394,1309.697269338885,LO,0.1,2012-04-13,495.1448
1486.4368540546382,1525.8956548614954,1486.370238388424,1350.445996074519,1322.5599430513716,1307.2313704955686,LO,0.1,2012-04-16,495.1529
1499.8448381651522,1532.5402559953698,1491.1659664848346,1353.4029153405374,1324.9534918868364,1309.1974514362578,LO,0.1,2012-04-17,495.149
1498.1498280739806,1532.7745889582825,1491.8234476639022,1354.1498740810591,1325.7012531286662,1309.9349995129103,LO,0.1,2012-04-18,495.1596
1494.9369780138834,1530.9644833975512,1490.5599652426572,1353.498302369672,1325.2413033947037,1309.6184034594826,LO,0.1,2012-04-19,495.1653
1497.208652808659,1530.5500142970532,1489.9969753902446,1352.779527695173,1324.5879818321291,1309.021961032661,LO,0.1,2012-04-20,495.1661
1475.7840470912108,1516.2677417542013,1478.1663865282321,1345.8077775890151,1318.9188643680586,1304.2928200594413,LO,0.1,2012-04-23,495.1596
1489.55842525413,1525.3322507859405,1486.01938567967,1350.7631288260854,1322.8922741418953,1307.6010848161695,LO,0.1,2012-04-24,495.1518
1496.5901162047237,1530.0003267185946,1489.7007970279512,1353.3077192854803,1325.029051478187,1309.3807684991425,LO,0.1,2012-04-25,495.1529
1504.1182986797244,1537.6249912526068,1496.5949370448573,1358.4227447280748,1329.3776007751017,1313.148142406519,LO,0.1,2012-04-26,495.1497
1515.9975878681676,1546.0545905096951,1503.3264870184003,1362.6321602145345,1332.856113230017,1316.0895713060806,LO,0.1,2012-04-27,495.1551
1509.9142756213764,1541.8190311520336,1499.9729705857317,1360.2284018625262,1331.085149698453,1314.7176562736,LO,0.1,2012-04-30,495.1624
1514.4938682143375,1545.563002781101,1503.5997820539728,1363.1409391972095,1333.401965293616,1316.6326558532785,LO,0.1,2012-05-01,495.1701
1510.139675439084,1542.1884078671687,1500.8476418516977,1361.2373714187847,1332.0099998279964,1315.5689552181175,LO,0.1,2012-05-02,495.1839
1502.4897101077813,1534.9769727551281,1494.4365829020144,1356.5391879903507,1328.0321447581073,1312.149662890767,LO,0.1,2012-05-03,495.1913
1484.9125980441838,1521.4877098313623,1483.841672126209,1349.4510873858094,1322.2738856125452,1307.4172000355695,LO,0.1,2012-05-04,495.1924
1479.6331772686033,1515.5192017157929,1478.1196244592882,1345.6957362334683,1318.971360449881,1304.4722555662966,LO,0.1,2012-05-07,495.1898
1465.9162394006933,1503.9243104709808,1468.8743622288812,1340.22763416467,1314.5213064076006,1300.7818516547454,LO,0.1,2012-05-08,495.1909
1448.6175245503066,1489.0727525960913,1456.6108843232257,1332.3592381786932,1307.9310588065098,1295.1239258594915,LO,0.1,2012-05-09,495.1979
1457.1862701910654,1495.5964422633479,1462.0138694683517,1335.818090327852,1310.7943749451877,1297.5581232462655,LO,0.1,2012-05-10,495.1932
1452.9225563738753,1490.7689680066344,1458.0063900567293,1333.2919587278927,1308.5737254461242,1295.5992858396,LO,0.1,2012-05-11,495.1944
1428.8672768647982,1472.8076005220926,1443.25143520467,1323.6908392084,1300.5846228830458,1288.803317298367,LO,0.1,2012-05-14,495.2034
1419.0918289599986,1466.5914443625036,1437.9201572002623,1319.8989154690576,1297.4376096408494,1286.1959265646376,LO,0.1,2012-05-15,495.1991
1407.7380900144449,1457.8730454726904,1430.2554372884028,1314.571461022338,1292.8355683826726,1282.230980492504,LO,0.1,2012-05-16,495.2003
1399.5213464411604,1451.2639106787512,1424.2918984777725,1309.9663167276665,1288.93560227639,1279.0650098885112,LO,0.1,2012-05-17,495.2014
1397.6708728289846,1449.126228895162,1422.1262793940389,1308.2668618249174,1287.4867537697517,1277.9970170892573,LO,0.1,2012-05-18,495.2129
1402.7243370723181,1455.995593014211,1429.0999134823653,1314.0722260700923,1292.6775416939358,1282.7152112626068,LO,0.1,2012-05-21,495.221
1401.9804215264442,1455.640282040037,1428.8916386075712,1313.7446647240947,1292.2326502644248,1282.1077493685796,LO,0.1,2012-05-22,495.2219
1395.2819410361321,1448.093409242025,1421.3523343957145,1307.7505687232,1287.1207407598824,1277.9517718320178,LO,0.1,2012-05-23,495.2229
1397.3877417585031,1451.854965054462,1425.1271875427371,1310.7878278931157,1289.7639892238878,1280.1745811200035,LO,0.1,2012-05-24,495.2191
1397.2972554270673,1451.74236154166,1424.99425111764,1310.7423300917785,1289.775895436102,1280.256325356816,LO,0.1,2012-05-25,495.2248
1399.765902508794,1455.072244171215,1428.3297349394359,1313.5591675354954,1292.357141015634,1282.5989661616964,LO,0.1,2012-05-28,495.23115
1403.0322515258824,1459.1438352081495,1432.4529022079128,1316.9957348235057,1295.4978012646338,1285.3976147972917,LO,0.1,2012-05-29,495.2375
1393.089787576544,1448.0271926285163,1421.648030316456,1308.2102368958115,1287.7509354631404,1278.8349923271878,LO,0.1,2012-05-30,495.2426
1395.084437299932,1449.2048031507923,1422.8238784661687,1309.2259681263338,1288.7448956507744,1279.9064253405884,LO,0.1,2012-05-31,495.2434
1395.7236100153896,1446.7644910374195,1420.2536750036954,1307.219420385439,1287.1246355195365,1278.8372716963931,LO,0.1,2012-06-01,495.2382
1393.8540576369764,1445.453926979451,1419.0689037236386,1305.9603791564573,1285.7094085913834,1277.2475233575703,LO,0.1,2012-06-04,495.2351
1395.8186864096292,1447.8626476356803,1421.5323941591987,1308.1022383590416,1287.7146438469551,1279.146223379117,LO,0.1,2012-06-05,495.2362
1400.7527935284834,1455.9143784188996,1429.7778883471585,1315.04414840737,1294.020383778678,1284.0822785337962,LO,0.1,2012-06-06,495.2372
1397.917030463141,1452.844030574691,1426.8342480296726,1312.6260395111333,1291.8367507124124,1281.6787952532804,LO,0.1,2012-06-07,495.244
1395.0219236231912,1449.4254190812192,1423.5042593664746,1309.935594185613,1289.484713785272,1279.653123042421,LO,0.1,2012-06-08,495.2449
1393.700757239819,1448.1258448296999,1422.2092340504457,1308.8299465804046,1288.486436939706,1278.6312836309974,LO,0.1,2012-06-11,495.2424
1395.8509364159152,1452.5290880047291,1426.594480554321,1312.4519064994558,1291.702819005257,1281.3081606267388,LO,0.1,2012-06-12,495.2273
1397.4699610279058,1454.4693526377616,1428.5611720191437,1314.0848191197044,1293.1723814861052,1282.8158279202048,LO,0.1,2012-06-13,495.2338
1397.9557533552668,1455.2675758565642,1429.3633698268734,1314.7249243879653,1293.74648950143,1283.0869742294253,LO,0.1,2012-06-14,495.2298
1403.7275553803872,1462.8071679390057,1436.7840391435395,1320.872272904873,1299.326319655111,1288.199370874941,LO,0.1,2012-06-15,495.2413
1403.027222657196,1461.958574955367,1436.0203272911374,1320.4130804739805,1299.0055274956505,1287.9896978801792,LO,0.1,2012-06-18,495.2496
1409.4219258913777,1469.311501519899,1442.9924737169054,1325.899526856868,1303.8414197811267,1291.7982196980922,LO,0.1,2012-06-19,495.2653
1405.9831081619097,1465.6183576243304,1439.4813360124363,1323.0347754015504,1301.2514979368907,1289.412089464665,LO,0.1,2012-06-20,495.2661
1392.0819329232331,1452.0893113626378,1427.1181919000849,1313.426637433908,1292.7920700665745,1282.079998212405,LO,0.1,2012-06-21,495.2622
1389.1618286826522,1447.3758222319123,1422.6299789250868,1309.7746249722154,1289.5046184641353,1279.155225285701,LO,0.1,2012-06-22,495.2584
1387.5826304121624,1441.963479647123,1417.1348799350303,1305.4208862496412,1285.699508548136,1275.977076586453,LO,0.1,2012-06-25,495.2658
1387.9742736887636,1443.8934815407106,1419.1900658574516,1307.217268280715,1287.3581112695938,1277.341026449999,LO,0.1,2012-06-26,495.2622
1389.727867608146,1447.1481927284228,1422.7587848855153,1310.352950450542,1290.2384524869747,1279.84993663228,LO,0.1,2012-06-27,495.2632
1388.229734765171,1443.5572930226117,1419.0043038900346,1307.213733685639,1287.4535445696781,1277.4760378145913,LO,0.1,2012-06-28,495.294
1394.0346597656608,1459.6030462382648,1436.190539038543,1321.627006921059,1300.36344617719,1288.4798684168643,LO,0.1,2012-06-29,495.2826
1395.821395255948,1462.2729977750653,1438.8901301066703,1323.9699714767544,1302.5365644040787,1290.467445118464,LO,0.1,2012-07-02,495.3029
1399.8660429694391,1470.1004281168653,1446.5355637511132,1330.0374948463016,1307.928756374029,1295.0840454568488,LO,0.1,2012-07-03,495.3039
1399.018016119043,1468.7934532231368,1445.3240781111797,1329.1747843345092,1307.2071653503533,1294.5072780212895,LO,0.1,2012-07-04,495.3135
1397.0420803889856,1465.7274175679167,1442.4906157100372,1327.1256866385377,1305.4879031261692,1293.1243453944205,LO,0.1,2012-07-05,495.3231
1392.3715971887082,1458.1349968953923,1435.3744303941417,1321.7199490413336,1300.7893378065557,1289.1403631283808,LO,0.1,2012-07-06,495.3126
1391.7356416932262,1455.531763615153,1432.9755503050892,1319.9977466829162,1299.3563962358057,1287.9903233678313,LO,0.1,2012-07-09,495.3101
1389.976471791581,1454.9355335437754,1432.521154619169,1319.7999372338036,1299.2305877748515,1287.9078000137429,LO,0.1,2012-07-10,495.3004
1388.3803934359687,1452.0555047841874,1429.6658783657708,1317.4324101527732,1297.1044081200919,1286.0480356314229,LO,0.1,2012-07-11,495.3015
1386.6419321519095,1444.0210525745204,1421.2480571507795,1310.9230184209218,1291.402518512065,1281.1699616447165,LO,0.1,2012-07-12,495.2923
1392.9440171762199,1455.8713270930878,1434.0747095919983,1321.78935703732,1301.1528947216423,1289.7336477760484,LO,0.1,2012-07-13,495.2987
1393.069917810602,1456.2221340319074,1434.484412515829,1322.1822445097057,1301.457614010866,1289.9632561001897,LO,0.1,2012-07-16,495.3124
1392.9952372845214,1457.9245896648308,1436.298431535008,1323.7711407937566,1302.837043797204,1291.1317246566973,LO,0.1,2012-07-17,495.3086
1393.3491417344112,1458.6000993389544,1437.0534611342302,1324.4042237975302,1303.384484411035,1291.6133769205392,LO,0.1,2012-07-18,495.3242
1393.630005034703,1462.7293782925285,1441.1795905918643,1327.6378357465383,1306.1451549705137,1293.8787578048973,LO,0.1,2012-07-19,495.3441
1392.3677378247405,1456.838687933867,1435.4418185317056,1323.3636711398829,1302.5556176991984,1290.985953182737,LO,0.1,2012-07-20,495.3261
1389.9241036962446,1445.8545838344444,1424.5023398359033,1314.9598022594027,1295.3793439641865,1285.0559559901499,LO,0.1,2012-07-23,495.3201
1389.8668283244308,1444.8049315269002,1423.411458402095,1314.0975896169039,1294.6362348882844,1284.4273639312028,LO,0.1,2012-07-24,495.3079
1391.2112173042008,1447.34942074711,1426.3528907977163,1316.669520897026,1296.900266313052,1286.3360460993465,LO,0.1,2012-07-25,495.3136
1394.4708021378983,1456.4005042760323,1436.5122316326251,1325.144286916513,1304.331692430858,1292.61337787058,LO,0.1,2012-07-26,495.3191
1396.404190940506,1464.1580826951779,1444.819079774302,1332.009523987643,1310.3784309363398,1297.728190957356,LO,0.1,2012-07-27,495.3203
1397.8384109947042,1466.607173943786,1447.2963738662213,1334.0873093959476,1312.2891242220135,1299.4466429148324,LO,0.1,2012-07-30,495.3317
1397.800717061981,1466.297079019448,1446.9841003325066,1334.0358809970019,1312.3698882237038,1299.665463961504,LO,0.1,2012-07-31,495.3367
1394.280636066024,1461.7068479872275,1442.4210123134671,1330.3275160477037,1308.947451439815,1296.524196352755,LO,0.1,2012-08-01,495.3444
1392.6443517769933,1457.2935330702567,1438.150966271314,1327.1824211960388,1306.3425970818587,1294.4644902790894,LO,0.1,2012-08-02,495.3582
1394.9024724048918,1467.334928551964,1447.9650902852327,1334.5294696477292,1312.5076192383747,1299.4264199601676,LO,0.1,2012-08-03,495.3655
1396.4759634419104,1472.9757290652333,1453.5546850702847,1338.9119792308918,1316.3538895791391,1302.7669235181454,LO,0.1,2012-08-06,495.3691
1396.818799917667,1474.2459915013842,1454.7902178811541,1339.8212708703427,1317.09447937438,1303.3302990362042,LO,0.1,2012-08-07,495.3585
1397.210864450902,1475.214520026164,1455.7485798425355,1340.5175968800716,1317.6751021131859,1303.7987773514471,LO,0.1,2012-08-08,495.3483
1397.9879467587766,1476.135983293912,1456.7013610318243,1341.3463086744125,1318.4491278125113,1304.5234878739273,LO,0.1,2012-08-09,495.3554
1399.0878503748106,1477.6486737171888,1458.1699037510532,1342.5558109706096,1319.5672027266276,1305.5563354192243,LO,0.1,2012-08-10,495.3681
1398.367568785486,1476.3983739149153,1456.9959452141927,1341.7011060220502,1318.8551805345185,1304.9799068732834,LO,0.1,2012-08-13,495.3718
1395.8243078132452,1473.6818919071743,1454.2545126263196,1339.1925829925526,1316.3929444112873,1302.5465658256069,LO,0.1,2012-08-14,495.373
1395.1466440024183,1472.6838164885987,1453.3244830145084,1338.4438769597357,1315.7020618521335,1301.8989007035875,LO,0.1,2012-08-15,495.3796
1396.5514329610207,1476.2130371407618,1456.6162967655189,1340.756842686758,1317.5941561264115,1303.3874571013025,LO,0.1,2012-08-16,495.386
1397.4176374667682,1476.8695865527864,1457.3627892752108,1341.5811017357266,1318.416966031988,1304.2186155263341,LO,0.1,2012-08-17,495.387
1397.2918990994112,1476.2777392887917,1456.8478649298272,1341.300425328823,1318.2234703814233,1304.1095094836237,LO,0.1,2012-08-20,495.3854
1400.1426765441913,1482.144738935069,1462.4387335590227,1345.492766915943,1321.8106818945696,1307.126164417005,LO,0.1,2012-08-21,495.3866
1400.0194088999065,1480.5206637337933,1461.0427006298828,1344.8445468022917,1321.489317087808,1307.128487153276,LO,0.1,2012-08-22,495.3878
1401.3991196949985,1482.4636519142377,1462.9242181530235,1346.5710798697767,1323.101647412091,1308.6401338334526,LO,0.1,2012-08-23,495.3889
