Time / Name,Hedge Funds Global,MSCI World,MSCI Emerging Markets,European Public Real Estate,S&P Crude Oil Index,Gold,Barclays US Treasury Bond Index,S&P Listed Private Equity Index
1986-10-24 00.00.00,,25.217797,,,,31.3827,,
1986-10-27 00.00.00,,25.476592,,,,31.5999,,
1986-10-28 00.00.00,,25.488088,,,,31.4391,,
1986-10-29 00.00.00,,25.5409496,,,,31.0092,,
1986-10-30 00.00.00,,26.2264695,,,,31.4346,,
1986-10-31 00.00.00,,26.1742822,,,,31.1617,3.7002,
1986-11-03 00.00.00,,26.2211736,,,,31.5699,,
1986-11-04 00.00.00,,26.2265664,,,,31.6282,,
1986-11-05 00.00.00,,26.2499816,,,,31.5325,,
1986-11-06 00.00.00,,26.288904,,,,31.7198,,
1986-11-07 00.00.00,,26.3621952,,,,31.7416,,
1986-11-10 00.00.00,,26.2851327,,,,31.6811,,
1986-11-11 00.00.00,,26.4339936,,,,31.3148,,
1986-11-12 00.00.00,,26.286948,,,,31.0948,,
1986-11-13 00.00.00,,25.9099398,,,,30.9618,,
1986-11-14 00.00.00,,25.8944079,,,,30.9984,,
1986-11-17 00.00.00,,25.682989,,,,29.8693,,
1986-11-18 00.00.00,,25.4327491,,,,29.7668,,
1986-11-19 00.00.00,,25.3915978,,,,29.8689,,
1986-11-20 00.00.00,,25.5917056,,,,29.5575,,
1986-11-21 00.00.00,,25.977324,,,,29.6391,,
1986-11-24 00.00.00,,26.2090428,,,,29.055,,
1986-11-25 00.00.00,,26.05824,,,,28.9347,,
1986-11-26 00.00.00,,26.1125425,,,,28.9043,,
1986-11-27 00.00.00,,26.197688,,,,,,
1986-11-28 00.00.00,,26.1355545,,,,28.5995,3.7423,
1986-12-01 00.00.00,,26.1415149,,,,29.3933,,
1986-12-02 00.00.00,,26.368144,,,,29.0411,,
1986-12-03 00.00.00,,26.5639162,,,,29.0929,,
1986-12-04 00.00.00,,26.886825,,,,29.2911,,
1986-12-05 00.00.00,,26.8915845,,,,29.3589,,
1986-12-08 00.00.00,,27.0152355,,,,29.6232,,
1986-12-09 00.00.00,,26.9734954,,,,29.5244,,
1986-12-10 00.00.00,,27.0061176,,,,29.7794,,
1986-12-11 00.00.00,,26.980788,,,,29.6194,,
1986-12-12 00.00.00,,26.989599,,,,29.8714,,
1986-12-15 00.00.00,,27.0085761,,,,30.0476,,
1986-12-16 00.00.00,,27.1714212,,,,30.025,,
1986-12-17 00.00.00,,26.9871625,,,,29.89,,
1986-12-18 00.00.00,,26.8471981,,,,29.7107,,
1986-12-19 00.00.00,,27.0553776,,,,29.9772,,
1986-12-22 00.00.00,,26.8073665,,,,29.5415,,
1986-12-23 00.00.00,,26.5272795,,,,28.9759,,
1986-12-24 00.00.00,,26.7619725,,,,,,
1986-12-25 00.00.00,,26.7268282,,,,,,
1986-12-26 00.00.00,,26.6035149,,,,,,
1986-12-29 00.00.00,,26.4299748,,,,28.7484,,
1986-12-30 00.00.00,,26.3745448,,,,28.717,,
1986-12-31 00.00.00,,26.0039862,,,,,3.7475,
1987-01-01 00.00.00,,26.0039862,,,,,,
1987-01-02 00.00.00,,26.263602,,,,29.3344,,
1987-01-05 00.00.00,,26.6873433,,,,29.1672,,
1987-01-06 00.00.00,,26.804232,,,,29.2438,,
1987-01-07 00.00.00,,27.011369,,,7.315,29.2893,,
1987-01-08 00.00.00,,26.915616,,,7.408477,29.3129,,
1987-01-09 00.00.00,,26.953942,,,7.48576,29.2495,,
1987-01-12 00.00.00,,26.772595,,,7.485246,29.5786,,
1987-01-13 00.00.00,,26.6558191,,,7.393841,29.2905,,
1987-01-14 00.00.00,,26.546148,,,7.255331,29.0778,,
1987-01-15 00.00.00,,26.8671888,,,7.250847,29.2332,,
1987-01-16 00.00.00,,27.0688288,,,7.211164,29.0657,,
1987-01-19 00.00.00,,27.527504,,,7.130574,29.5237,,
1987-01-20 00.00.00,,27.275746,,,7.221773,29.0194,,
1987-01-21 00.00.00,,27.3339475,,,7.19638,28.5651,,
1987-01-22 00.00.00,,27.3013752,,,7.124828,28.2349,,
1987-01-23 00.00.00,,27.2528961,,,7.132725,27.708,,
1987-01-26 00.00.00,,27.167652,,,7.074819,28.0749,,
1987-01-27 00.00.00,,27.2990946,,,6.956565,28.2371,,
1987-01-28 00.00.00,,27.1662105,,,6.899076,27.9902,,
1987-01-29 00.00.00,,27.1325365,,,6.949265,27.7981,,
1987-01-30 00.00.00,,27.6487395,,,7.147447,27.8147,3.7885,
1987-02-02 00.00.00,,27.56303,,,6.970718,27.8624,,
1987-02-03 00.00.00,,27.44469,,,6.877846,27.573,,
1987-02-04 00.00.00,,27.5869908,,,6.873465,27.624,,
1987-02-05 00.00.00,,27.9454154,,,7.095901,27.7555,,
1987-02-06 00.00.00,,28.073305,,,7.110241,28.2827,,
1987-02-09 00.00.00,,27.5579011,,,6.922937,27.9239,,
1987-02-10 00.00.00,,27.2204,,,6.878057,27.3938,,
1987-02-11 00.00.00,,27.4740756,,,6.777673,27.6539,,
1987-02-12 00.00.00,,27.6546624,,,6.822201,27.7748,,
1987-02-13 00.00.00,,27.6012102,,,6.778453,27.441,,
1987-02-16 00.00.00,,27.6212376,,,,27.4341,,
1987-02-17 00.00.00,,27.7252799,,,6.675821,27.2176,,
1987-02-18 00.00.00,,27.98502,,,6.58222,26.91,,
1987-02-19 00.00.00,,28.3172825,,,6.642359,27.3575,,
1987-02-20 00.00.00,,28.1840766,,,6.721299,27.6067,,
1987-02-23 00.00.00,,27.93022,,,6.511694,27.8611,,
1987-02-24 00.00.00,,28.1481372,,,6.391184,27.6475,,
1987-02-25 00.00.00,,28.177667,,,6.241134,27.9901,,
1987-02-26 00.00.00,,28.206624,,,6.369545,27.8021,,
1987-02-27 00.00.00,,28.3019687,,,6.313126,27.9752,3.8162,
1987-03-02 00.00.00,,28.4880117,,,6.240951,27.8993,,
1987-03-03 00.00.00,,28.613619,,,6.614632,27.9026,,
1987-03-04 00.00.00,,28.971272,,,6.685294,28.1333,,
1987-03-05 00.00.00,,28.932799,,,6.752439,28.3212,,
1987-03-06 00.00.00,,29.0435792,,,6.930509,28.1505,,
1987-03-09 00.00.00,,29.142817,,,6.954601,28.2893,,
1987-03-10 00.00.00,,29.2985776,,,6.990972,28.3596,,
1987-03-11 00.00.00,,29.4485776,,,7.10288,28.6384,,
1987-03-12 00.00.00,,29.479842,,,7.09638,28.7135,,
1987-03-13 00.00.00,,29.39001,,,7.056534,28.5174,,
1987-03-16 00.00.00,,29.1278033,,,7.082126,28.0569,,
1987-03-17 00.00.00,,29.4572118,,,7.127304,28.1255,,
1987-03-18 00.00.00,,29.5554015,,,6.993665,27.9608,,
1987-03-19 00.00.00,,29.4765705,,,7.062912,27.9677,,
1987-03-20 00.00.00,,29.6739261,,,7.031451,27.9192,,
1987-03-23 00.00.00,,29.791152,,,6.970355,28.0012,,
1987-03-24 00.00.00,,29.96946,,,7.138225,28.0492,,
1987-03-25 00.00.00,,30.0817413,,,7.08262,28.5163,,
1987-03-26 00.00.00,,30.1641269,,,7.145529,28.3364,,
1987-03-27 00.00.00,,30.4047276,,,7.133926,28.674,,
1987-03-30 00.00.00,,29.7518378,,,7.092121,28.921,,
1987-03-31 00.00.00,,29.7126375,,,7.149433,28.7333,3.7911,
1987-04-01 00.00.00,,30.0779349,,,7.18478,28.7974,,
1987-04-02 00.00.00,,30.06522,,,7.195591,28.6391,,
1987-04-03 00.00.00,,30.70184,,,7.167695,28.8484,,
1987-04-06 00.00.00,,30.8988792,,,7.154118,29.0295,,
1987-04-07 00.00.00,,30.781075,,,7.221361,28.8346,,
1987-04-08 00.00.00,,30.9726196,,,7.198057,29.1743,,
1987-04-09 00.00.00,,30.8123993,,,7.12974,29.0195,,
1987-04-10 00.00.00,,30.99369,,,6.858975,29.4567,,
1987-04-13 00.00.00,,30.5883735,,,6.856356,29.7589,,
1987-04-14 00.00.00,,30.8441017,,,6.825193,30.1164,,
1987-04-15 00.00.00,,31.057104,,,7.007652,30.2699,,
1987-04-16 00.00.00,,31.432536,,,7.024564,29.9421,,
1987-04-17 00.00.00,,31.4601084,,,,,,
1987-04-20 00.00.00,,31.563664,,,7.04523,,,
1987-04-21 00.00.00,,31.984059,,,7.152706,30.8132,,
1987-04-22 00.00.00,,31.8478912,,,7.172805,30.6415,,
1987-04-23 00.00.00,,31.666989,,,7.211803,30.8187,,
1987-04-24 00.00.00,,31.3150116,,,7.1535,31.2124,,
1987-04-27 00.00.00,,30.7119062,,,7.189585,31.9649,,
1987-04-28 00.00.00,,30.72672,,,7.230796,30.659,,
1987-04-29 00.00.00,,30.7043055,,,7.135519,30.3748,,
1987-04-30 00.00.00,,31.1654212,,,7.192826,30.6941,3.6966,
1987-05-01 00.00.00,,31.1945325,,,7.170364,30.6708,,
1987-05-04 00.00.00,,31.3078656,,,7.175669,,,
1987-05-05 00.00.00,,31.5338401,,,7.195805,30.5906,,
1987-05-06 00.00.00,,31.5483407,,,7.26652,30.4022,,
1987-05-07 00.00.00,,31.7350739,,,7.26508,30.5551,,
1987-05-08 00.00.00,,32.1228873,,,7.3619,30.5367,,
1987-05-11 00.00.00,,32.1926688,,,7.452428,30.659,,
1987-05-12 00.00.00,,32.0276093,,,7.344654,30.9936,,
1987-05-13 00.00.00,,31.9496826,,,7.397226,31.0515,,
1987-05-14 00.00.00,,32.035095,,,7.429601,30.9964,,
1987-05-15 00.00.00,,31.719407,,,7.468238,31.4763,,
1987-05-18 00.00.00,,31.3172255,,,7.448294,31.6652,,
1987-05-19 00.00.00,,30.97343,,,7.46991,31.5637,,
1987-05-20 00.00.00,,30.393332,,,7.335822,31.7467,,
1987-05-21 00.00.00,,30.5284032,,,7.434542,31.4109,,
1987-05-22 00.00.00,,30.78936,,,7.487098,31.2788,,
1987-05-25 00.00.00,,30.997215,,,,30.1055,,
1987-05-26 00.00.00,,31.3597488,,,7.608317,30.4826,,
1987-05-27 00.00.00,,31.5299946,,,7.671448,30.8492,,
1987-05-28 00.00.00,,31.466845,,,7.613432,31.0374,,
1987-05-29 00.00.00,,31.6005606,,,7.679881,30.9702,3.6803,
1987-06-01 00.00.00,,31.9749835,,,7.794102,30.5822,,
1987-06-02 00.00.00,,31.4936048,,,7.71296,30.8854,,
1987-06-03 00.00.00,,31.72132,,,7.79331,30.804,,
1987-06-04 00.00.00,,32.059242,,,7.825129,30.9907,,
1987-06-05 00.00.00,,31.892002,,,7.800099,30.9741,,
1987-06-08 00.00.00,,32.0703615,,,7.810472,31.0226,,
1987-06-09 00.00.00,,31.9916982,,,7.744302,30.6082,,
1987-06-10 00.00.00,,32.3444264,,,7.760475,30.8566,,
1987-06-11 00.00.00,,32.3664537,,,7.715897,30.8612,,
1987-06-12 00.00.00,,32.7166736,,,7.81115,31.0253,,
1987-06-15 00.00.00,,32.8502216,,,7.932109,30.9068,,
1987-06-16 00.00.00,,32.925162,,,7.969914,31.1039,,
1987-06-17 00.00.00,,32.9968695,,,7.974599,31.0347,,
1987-06-18 00.00.00,,32.8459644,,,7.988915,31.0933,,
1987-06-19 00.00.00,,32.6307727,,,8.048915,30.9496,,
1987-06-22 00.00.00,,32.4356775,,,7.910669,30.3403,,
1987-06-23 00.00.00,,32.3031877,,,7.882715,30.3694,,
1987-06-24 00.00.00,,32.3230095,,,7.798385,30.4145,,
1987-06-25 00.00.00,,32.3610556,,,7.889697,30.3086,,
1987-06-26 00.00.00,,32.481837,,,8.165588,30.6873,,
1987-06-29 00.00.00,,32.242546,,,8.245608,31.2127,,
1987-06-30 00.00.00,,31.825332,,,8.209451,30.9979,3.7226,
1987-07-01 00.00.00,,31.7564558,,,8.287521,30.8949,,
1987-07-02 00.00.00,,32.1282468,,,8.360584,31.0055,,
1987-07-03 00.00.00,,32.1155461,,,,30.9671,,
1987-07-06 00.00.00,,31.7917488,,,8.543557,30.9968,,
1987-07-07 00.00.00,,31.835082,,,8.452068,31.0261,,
1987-07-08 00.00.00,,31.7307508,,,8.520274,31.2078,,
1987-07-09 00.00.00,,31.8900654,,,8.639488,31.0293,,
1987-07-10 00.00.00,,32.173096,,,8.709357,31.177,,
1987-07-13 00.00.00,,32.0816312,,,8.696939,31.2461,,
1987-07-14 00.00.00,,32.2559367,,,8.807699,31.3928,,
1987-07-15 00.00.00,,32.129155,,,8.861417,31.4626,,
1987-07-16 00.00.00,,32.4090802,,,9.006755,31.6672,,
1987-07-17 00.00.00,,32.5929198,,,9.195306,31.8259,,
1987-07-20 00.00.00,,32.1250705,,,9.236893,31.8741,,
1987-07-21 00.00.00,,31.893276,,,9.077912,32.0299,,
1987-07-22 00.00.00,,31.633594,,,9.108516,32.1955,,
1987-07-23 00.00.00,,31.7264625,,,8.92889,31.9694,,
1987-07-24 00.00.00,,32.330709,,,8.651303,31.9237,,
1987-07-27 00.00.00,,32.46666,,,8.626838,31.9471,,
1987-07-28 00.00.00,,32.6619131,,,8.985205,32.1905,,
1987-07-29 00.00.00,,32.8604976,,,9.034495,32.2988,,
1987-07-30 00.00.00,,32.8786507,,,8.991852,32.2245,,
1987-07-31 00.00.00,,33.0411536,,,9.015211,32.671,3.7123,
1987-08-03 00.00.00,,33.0285305,,,9.372959,33.4825,,
1987-08-04 00.00.00,,33.0549224,,,9.412654,33.9617,,
1987-08-05 00.00.00,,33.0614495,,,9.071732,33.5202,,
1987-08-06 00.00.00,,33.4383166,,,9.043166,33.573,,
1987-08-07 00.00.00,,33.5797845,,,9.019112,33.392,,
1987-08-10 00.00.00,,34.2177858,,,8.970273,33.4113,,
1987-08-11 00.00.00,,34.7244165,,,9.12731,33.5869,,
1987-08-12 00.00.00,,34.8001524,,,9.089377,33.6359,,
1987-08-13 00.00.00,,34.976745,,,9.024048,33.6469,,
1987-08-14 00.00.00,,34.834068,,,8.852992,33.2028,,
1987-08-17 00.00.00,,34.7561172,,,8.590405,32.7328,,
1987-08-18 00.00.00,,34.1833464,,,8.461713,32.4916,,
1987-08-19 00.00.00,,34.170255,,,8.3317,32.3552,,
1987-08-20 00.00.00,,34.407235,,,8.162628,32.1779,,
1987-08-21 00.00.00,,34.6070995,,,8.014581,31.9533,,
1987-08-24 00.00.00,,34.6699234,,,7.869937,32.1627,,
1987-08-25 00.00.00,,35.6907772,,,8.117287,32.9943,,
1987-08-26 00.00.00,,34.7408096,,,8.267339,32.1601,,
1987-08-27 00.00.00,,34.6266021,,,8.290385,32.0345,,
1987-08-28 00.00.00,,34.430246,,,8.181342,31.6473,,
1987-08-31 00.00.00,,34.520166,,,8.322409,,3.69,
1987-09-01 00.00.00,,34.3763121,,,8.28794,31.6922,,
1987-09-02 00.00.00,,34.108284,,,8.245271,32.1623,,
1987-09-03 00.00.00,,33.8390877,,,8.165277,32.1205,,
1987-09-04 00.00.00,,33.755729,,,8.096328,32.2188,,
1987-09-07 00.00.00,,33.4181163,,,,32.1321,,
1987-09-08 00.00.00,,33.2690245,,,7.919908,31.6095,,
1987-09-09 00.00.00,,33.3825485,,,8.158132,31.9206,,
1987-09-10 00.00.00,,33.423384,,,8.301862,32.168,,
1987-09-11 00.00.00,,33.534228,,,8.143644,31.9826,,
1987-09-14 00.00.00,,33.700212,,,8.302701,31.9796,,
1987-09-15 00.00.00,,33.542149,,,8.299433,32.1619,,
1987-09-16 00.00.00,,33.343766,,,8.281674,32.0651,,
1987-09-17 00.00.00,,33.3190284,,,8.172907,32.1705,,
1987-09-18 00.00.00,,33.2434196,,,8.154804,32.1159,,
1987-09-21 00.00.00,,33.1270748,,,8.279667,32.0567,,
1987-09-22 00.00.00,,33.5289634,,,8.252664,32.3223,,
1987-09-23 00.00.00,,33.66903,,,8.423559,32.4142,,
1987-09-24 00.00.00,,33.613651,,,8.410717,32.5264,,
1987-09-25 00.00.00,,33.757965,,,8.330582,32.3768,,
1987-09-28 00.00.00,,34.435908,,,8.336994,32.3517,,
1987-09-29 00.00.00,,34.4035547,,,8.437014,32.4865,,
1987-09-30 00.00.00,,34.39059,,,8.474751,32.5556,3.6158,
1987-10-01 00.00.00,,34.499853,,,8.51768,32.3434,,
1987-10-02 00.00.00,,34.5674672,,,8.595192,32.2043,,
1987-10-05 00.00.00,,34.6365376,,,8.583934,32.3795,,
1987-10-06 00.00.00,,34.2258336,,,8.375437,32.3165,,
1987-10-07 00.00.00,,34.0208878,,,8.429405,32.1643,,
1987-10-08 00.00.00,,34.0598286,,,8.375442,32.0797,,
1987-10-09 00.00.00,,33.8428108,,,8.376744,32.2095,,
1987-10-12 00.00.00,,33.746611,,,8.35795,32.1886,,
1987-10-13 00.00.00,,34.0192117,,,8.412047,32.1096,,
1987-10-14 00.00.00,,33.66441,,,8.390811,32.0256,,
1987-10-15 00.00.00,,33.065396,,,8.375255,32.2701,,
1987-10-16 00.00.00,,32.324094,,,8.593832,32.1837,,
1987-10-19 00.00.00,,28.85768,,,8.379502,32.9485,,
1987-10-20 00.00.00,,26.9180172,,,8.49145,32.3431,,
1987-10-21 00.00.00,,29.1624256,,,8.576397,32.5125,,
1987-10-22 00.00.00,,28.5692263,,,8.64118,32.8386,,
1987-10-23 00.00.00,,27.7461695,,,8.540464,32.441,,
1987-10-26 00.00.00,,25.8223875,,,8.382472,32.4188,,
1987-10-27 00.00.00,,26.100381,,,8.368993,32.0898,,
1987-10-28 00.00.00,,25.919686,,,8.321509,32.2074,,
1987-10-29 00.00.00,,25.8289125,,,8.190038,31.536,,
1987-10-30 00.00.00,,26.8803496,,,8.194524,31.3252,3.7606,
1987-11-02 00.00.00,,27.116182,,,7.980198,31.0677,,
1987-11-03 00.00.00,,26.9002805,,,7.94528,30.803,,
1987-11-04 00.00.00,,26.2885605,,,7.738913,30.7892,,
1987-11-05 00.00.00,,25.862565,,,7.521642,29.512,,
1987-11-06 00.00.00,,26.035857,,,7.502284,29.877,,
1987-11-09 00.00.00,,25.090156,,,7.34174,29.7196,,
1987-11-10 00.00.00,,24.6200403,,,7.474538,29.4242,,
1987-11-11 00.00.00,,24.4627258,,,7.456354,29.6554,,
1987-11-12 00.00.00,,25.5159975,,,7.58083,30.1864,,
1987-11-13 00.00.00,,25.757704,,,7.55828,30.2915,,
1987-11-16 00.00.00,,26.0804452,,,7.525311,30.3946,,
1987-11-17 00.00.00,,25.700121,,,7.39847,30.3384,,
1987-11-18 00.00.00,,25.946505,,,7.478477,30.2448,,
1987-11-19 00.00.00,,25.6191,,,7.400562,30.2347,,
1987-11-20 00.00.00,,25.670546,,,7.4292,30.2239,,
1987-11-23 00.00.00,,25.514636,,,7.459349,30.2294,,
1987-11-24 00.00.00,,26.066515,,,7.518095,30.9463,,
1987-11-25 00.00.00,,25.934337,,,7.390057,30.6628,,
1987-11-26 00.00.00,,25.974234,,,,30.7368,,
1987-11-27 00.00.00,,25.72416,,,7.349862,30.6176,,
1987-11-30 00.00.00,,24.82779,,,7.235093,31.2122,3.7772,
1987-12-01 00.00.00,,24.8821476,,,7.247997,31.0533,,
1987-12-02 00.00.00,,24.9987298,,,7.295269,31.2851,,
1987-12-03 00.00.00,,24.7548825,,,7.47764,31.5532,,
1987-12-04 00.00.00,,24.6115215,,,7.449241,31.3388,,
1987-12-07 00.00.00,,24.760089,,,7.265722,31.0582,,
1987-12-08 00.00.00,,25.1667389,,,7.17459,31.1744,,
1987-12-09 00.00.00,,25.254146,,,7.311368,31.0735,,
1987-12-10 00.00.00,,25.1534412,,,7.222116,30.8709,,
1987-12-11 00.00.00,,25.0974267,,,7.120168,31.0782,,
1987-12-14 00.00.00,,25.395875,,,6.748,31.4343,,
1987-12-15 00.00.00,,25.444937,,,6.487097,30.9782,,
1987-12-16 00.00.00,,25.7009648,,,6.230639,30.6491,,
1987-12-17 00.00.00,,25.50011,,,6.180755,29.8915,,
1987-12-18 00.00.00,,25.78842,,,6.097505,30.303,,
1987-12-21 00.00.00,,25.9159332,,,6.094602,30.2256,,
1987-12-22 00.00.00,,25.793844,,,6.555717,30.3324,,
1987-12-23 00.00.00,,26.0305194,,,6.600504,30.3899,,
1987-12-24 00.00.00,,25.9740052,,,6.532656,,,
1987-12-25 00.00.00,,25.9740052,,,,,,
1987-12-28 00.00.00,,25.0056057,,,6.349152,,,
1987-12-29 00.00.00,,24.814328,,,6.554332,,,
1987-12-30 00.00.00,,24.9937258,,,6.535668,29.9045,,
1987-12-31 00.00.00,,24.724194,6.06,,6.360334,29.3365,3.8226,
1988-01-01 00.00.00,,24.724194,6.06,,,,,
1988-01-04 00.00.00,,24.922294,6.105216,,6.798535,29.3826,,
1988-01-05 00.00.00,,25.496328,6.510141,,7.033912,29.8138,,
1988-01-06 00.00.00,,26.2401104,6.7634196,,7.118402,30.5978,,
1988-01-07 00.00.00,,26.252755,6.80218,,6.896357,30.5088,,
1988-01-08 00.00.00,,25.67051,6.87832,,6.91207,30.7276,,
1988-01-11 00.00.00,,25.4302776,6.6193998,,6.636545,30.4567,,
1988-01-12 00.00.00,,25.372545,6.752604,,6.569836,30.1931,,
1988-01-13 00.00.00,,25.2565068,6.6356148,,6.534985,30.244,,
1988-01-14 00.00.00,,25.4842272,6.609751,,6.813812,30.3186,,
1988-01-15 00.00.00,,25.929,6.84861,,6.867689,30.9793,,
1988-01-18 00.00.00,,26.203125,7.053075,,7.084732,30.6633,,
1988-01-19 00.00.00,,26.0023698,7.0966998,,7.055152,30.6799,,
1988-01-20 00.00.00,,25.5962625,7.0730625,,7.050922,30.4502,,
1988-01-21 00.00.00,,25.645229,7.0287445,,6.975596,30.5169,,
1988-01-22 00.00.00,,26.04336,7.083356,,6.955174,30.6673,,
1988-01-25 00.00.00,,26.570932,7.0905215,,6.991138,30.6848,,
1988-01-26 00.00.00,,26.546324,6.995772,,6.967442,30.2519,,
1988-01-27 00.00.00,,26.309204,6.913826,,6.800677,29.8065,,
1988-01-28 00.00.00,,26.5952,6.95872,,6.891654,29.8464,,
1988-01-29 00.00.00,,26.826603,7.035706,,6.915793,29.4494,3.9504,
1988-02-01 00.00.00,,26.816184,7.058664,,6.920199,29.335,,
1988-02-02 00.00.00,,26.6996528,6.999132,,6.929237,29.3714,,
1988-02-03 00.00.00,,26.62042,7.063061,,7.024654,28.7506,,
1988-02-04 00.00.00,,26.667399,7.053594,,7.040978,28.6783,,
1988-02-05 00.00.00,,26.668708,6.994922,,7.120432,28.6663,,
1988-02-08 00.00.00,,26.5894843,7.0176344,,7.27803,28.7056,,
1988-02-09 00.00.00,,26.6516624,7.052496,,7.206531,28.5616,,
1988-02-10 00.00.00,,26.9444827,7.045889,,7.075498,28.6605,,
1988-02-11 00.00.00,,26.9665913,7.04283,,7.069565,28.5839,,
1988-02-12 00.00.00,,27.180048,7.086768,,6.989805,29.1002,,
1988-02-15 00.00.00,,27.43064,7.155648,,,29.2248,,
1988-02-16 00.00.00,,27.5416884,7.1684742,,6.936156,29.0897,,
1988-02-17 00.00.00,,27.60075,7.1664075,,6.894335,29.0754,,
1988-02-18 00.00.00,,27.8023538,7.201984,,6.833654,29.2613,,
1988-02-19 00.00.00,,27.9041625,7.168365,,6.923423,28.8992,,
1988-02-22 00.00.00,,28.0941187,7.1433862,,6.809261,28.9018,,
1988-02-23 00.00.00,,28.056426,7.14476,,6.829764,28.579,,
1988-02-24 00.00.00,,28.1842979,7.1612387,,6.792085,28.2322,,
1988-02-25 00.00.00,,28.292758,7.129609,,6.575343,28.0217,,
1988-02-26 00.00.00,,28.170375,7.0176,,6.48234,27.764,,
1988-02-29 00.00.00,,28.4591144,7.0831344,,6.584984,27.5208,3.9916,
1988-03-01 00.00.00,,28.556184,7.1835682,,6.460198,27.7006,,
1988-03-02 00.00.00,,28.7591711,7.1946479,,6.460611,27.7648,,
1988-03-03 00.00.00,,28.7894082,7.2474564,,6.402856,27.8314,,
1988-03-04 00.00.00,,28.7104185,7.3164405,,6.419183,27.9159,,
1988-03-07 00.00.00,,28.590639,7.2946545,,6.269867,27.9194,,
1988-03-08 00.00.00,,28.511582,7.291702,,6.27628,27.8391,,
1988-03-09 00.00.00,,28.6001121,7.271593,,6.285645,27.8181,,
1988-03-10 00.00.00,,28.520518,7.3114635,,6.502701,28.2472,,
1988-03-11 00.00.00,,28.378956,7.309548,,6.575451,28.0985,,
1988-03-14 00.00.00,,28.384044,7.350888,,6.290975,28.1271,,
1988-03-15 00.00.00,,28.597161,7.3753535,,6.362373,28.2787,,
1988-03-16 00.00.00,,28.8861035,7.3483825,,6.509345,28.6237,,
1988-03-17 00.00.00,,29.3232573,7.5176868,,6.677762,28.8818,,
1988-03-18 00.00.00,,29.50675,7.63035,,6.757576,28.7853,,
1988-03-21 00.00.00,,29.489889,7.6451665,,6.758557,29.1339,,
1988-03-22 00.00.00,,29.4556522,7.6559202,,6.802772,29.1292,,
1988-03-23 00.00.00,,29.532765,7.7634735,,6.997239,29.195,,
1988-03-24 00.00.00,,29.0846652,7.7690677,,6.989433,29.2775,,
1988-03-25 00.00.00,,28.661725,7.697353,,6.997062,29.0507,,
1988-03-28 00.00.00,,28.3872539,7.6189215,,6.963541,28.927,,
1988-03-29 00.00.00,,28.7620564,7.6493879,,6.934203,29.0727,,
1988-03-30 00.00.00,,28.787836,7.70066,,6.963036,28.9492,,
1988-03-31 00.00.00,,28.825428,7.672704,,6.941209,29.062,3.947,
1988-04-01 00.00.00,,28.8480895,7.681282,,,,,
1988-04-04 00.00.00,,28.698228,7.573488,,6.91276,,,
1988-04-05 00.00.00,,28.7267535,7.535577,,6.850173,28.9624,,
1988-04-06 00.00.00,,29.184089,7.631746,,6.885186,28.8354,,
1988-04-07 00.00.00,,29.419533,7.718139,,7.014839,28.7773,,
1988-04-08 00.00.00,,29.503307,7.748408,,6.912941,28.8065,,
1988-04-11 00.00.00,,29.7755325,7.8503827,,7.377087,28.9813,,
1988-04-12 00.00.00,,29.93522,7.939645,,7.482691,29.1893,,
1988-04-13 00.00.00,,30.03156,7.975584,,7.500963,29.1179,,
1988-04-14 00.00.00,,29.5532135,7.896546,,7.497261,28.7999,,
1988-04-15 00.00.00,,29.2887747,7.7010544,,7.516661,29.1279,,
1988-04-18 00.00.00,,29.144686,7.7259755,,7.634262,29.2776,,
1988-04-19 00.00.00,,29.1563447,7.652268,,7.477204,29.253,,
1988-04-20 00.00.00,,29.1247485,7.746903,,7.402571,29.2507,,
1988-04-21 00.00.00,,29.0576888,7.8584814,,7.566701,29.0788,,
1988-04-22 00.00.00,,29.207143,8.019981,,7.580269,28.8629,,
1988-04-25 00.00.00,,29.5438895,8.0668135,,7.646567,29.0604,,
1988-04-26 00.00.00,,29.6460112,8.0365887,,7.726688,28.8427,,
1988-04-27 00.00.00,,29.5683047,8.1183345,,7.596656,29.0826,,
1988-04-28 00.00.00,,29.5564185,8.1564007,,7.446558,29.0836,,
1988-04-29 00.00.00,,29.574228,8.1507285,,7.476181,28.983,3.9248,
1988-05-02 00.00.00,,29.726725,8.0918075,,7.145014,,,
1988-05-03 00.00.00,,29.808584,8.040916,,7.235297,28.8497,,
1988-05-04 00.00.00,,29.6917062,7.9701414,,7.168913,28.696,,
1988-05-05 00.00.00,,29.6807525,7.8444625,,7.249229,28.804,,
1988-05-06 00.00.00,,29.5765938,7.8688233,,7.416259,28.7532,,
1988-05-09 00.00.00,,29.3504615,7.8773295,,7.329736,28.8193,,
1988-05-10 00.00.00,,29.357625,7.826759,,7.289484,28.8983,,
1988-05-11 00.00.00,,28.937925,7.89093,,7.279373,28.967,,
1988-05-12 00.00.00,,28.960826,7.899934,,7.283204,29.1346,,
1988-05-13 00.00.00,,29.158502,7.927712,,7.299742,29.0377,,
1988-05-16 00.00.00,,29.3848308,7.9818563,,7.401409,29.3389,,
1988-05-17 00.00.00,,29.4677498,8.0950403,,7.482552,29.7056,,
1988-05-18 00.00.00,,29.3060247,8.1202614,,7.3742,29.678,,
