Time / Name,Hedge Funds Global,MSCI World,MSCI Emerging Markets,European Public Real Estate,S&P Crude Oil Index,Gold,Barclays US Treasury Bond Index,S&P Listed Private Equity Index
2000-06-05 00.00.00,,109.4786037,35.6493124,77.5463779,33.620212,22.334,10.0227,
2000-06-06 00.00.00,,108.756646,35.1358658,77.2869767,33.414995,22.5633,10.018,
2000-06-07 00.00.00,,108.0634782,34.8862083,77.6917579,33.382508,22.057,10.0281,
2000-06-08 00.00.00,,108.0918748,34.9677664,77.5656951,33.350446,22.2954,10.035,
2000-06-09 00.00.00,,108.0273669,35.4803578,77.6469623,33.837302,22.2694,10.0316,
2000-06-12 00.00.00,,107.6043627,35.3062523,77.507121,35.273991,22.2421,10.0508,
2000-06-13 00.00.00,,107.7510821,34.8469043,77.2868054,35.952445,22.644,10.0297,
2000-06-14 00.00.00,,108.1122955,35.0477478,77.4598924,35.961802,22.3334,10.0609,
2000-06-15 00.00.00,,108.4276633,34.8561818,77.9325671,35.939373,22.4977,10.0568,
2000-06-16 00.00.00,,106.8079697,34.3469415,77.8706248,34.454215,22.445,10.0917,
2000-06-19 00.00.00,,108.2157784,34.4696751,77.8068554,34.16626,22.2164,10.0844,
2000-06-20 00.00.00,,108.7824777,34.7417178,77.6019983,35.470534,22.3279,10.076,
2000-06-21 00.00.00,,109.8625359,35.1985999,77.3476818,36.764463,22.5994,10.038,
2000-06-22 00.00.00,,109.4755921,35.3140908,78.2152555,38.028212,22.9082,10.0344,
2000-06-23 00.00.00,,108.7105831,34.950902,78.4395868,38.079955,22.7494,10.0052,
2000-06-26 00.00.00,,108.7427175,34.8815633,78.0059565,37.296732,22.5791,10.0448,
2000-06-27 00.00.00,,108.2602674,34.9357142,77.8014409,37.593561,22.4338,10.0567,
2000-06-28 00.00.00,,108.768999,35.1800164,78.1711162,37.402163,22.7635,10.0475,
2000-06-29 00.00.00,,107.2997315,34.6761257,77.7405235,38.118971,22.7558,10.097,
2000-06-30 00.00.00,61.4975,107.5987105,34.7945415,77.9220609,37.651989,22.5042,10.098,
2000-07-03 00.00.00,,108.9775826,35.2909937,78.1156503,37.828922,22.5707,10.1248,
2000-07-04 00.00.00,,108.9199462,35.2542785,78.4092542,,22.4782,,
2000-07-05 00.00.00,,107.6983924,35.4281545,78.2666331,35.604683,22.4486,10.1344,
2000-07-06 00.00.00,,108.1151517,35.3168927,78.4462804,34.884677,22.3404,10.1077,
2000-07-07 00.00.00,,109.8047475,35.5714538,79.0488061,35.372484,22.2744,10.1338,
2000-07-10 00.00.00,,109.3837135,35.6336855,79.1949674,34.512372,22.2626,10.1297,
2000-07-11 00.00.00,,109.5589639,35.3386785,79.3281479,34.624926,22.1964,10.1277,
2000-07-12 00.00.00,,111.0139056,35.9597672,79.8421776,35.700378,22.1958,10.1227,
2000-07-13 00.00.00,,111.1786856,36.0967308,79.637865,36.967896,22.3643,10.1662,
2000-07-14 00.00.00,,111.7888461,36.2107717,79.6602761,36.946171,22.3059,10.1185,
2000-07-17 00.00.00,,112.0519193,36.3393268,79.6989338,36.183543,22.5127,10.094,
2000-07-18 00.00.00,,110.9840357,35.998295,79.7244573,37.339487,22.5886,10.0976,
2000-07-19 00.00.00,,111.8255752,35.9616024,79.7909905,37.480062,22.6029,10.0976,
2000-07-20 00.00.00,,111.5626306,35.4642487,79.7243547,36.409135,22.3969,10.1791,
2000-07-21 00.00.00,,109.6233547,35.2031699,79.8622205,34.664406,22.2231,10.1893,
2000-07-24 00.00.00,,109.4371001,34.6708139,80.3204093,34.153886,22.3537,10.1791,
2000-07-25 00.00.00,,109.1505296,34.3424808,80.2546385,33.866469,22.2171,10.1865,
2000-07-26 00.00.00,,108.2151946,34.2724712,80.1138829,33.654411,22.1654,10.1849,
2000-07-27 00.00.00,,108.0991621,34.2291801,80.0701286,34.131232,22.3469,10.2088,
2000-07-28 00.00.00,,107.2728283,33.9826723,80.5825262,34.687647,22.441,10.1998,
2000-07-31 00.00.00,63.0131,107.5173906,33.9261391,80.6267039,33.632229,22.2446,10.202,
2000-08-01 00.00.00,,108.6127204,34.2888906,80.9512693,34.272026,22.4428,10.2252,
2000-08-02 00.00.00,,109.4104002,34.6267699,81.1431613,35.1685,22.6469,10.2347,
2000-08-03 00.00.00,,110.1412302,34.8194799,81.5739484,36.02915,22.7042,10.2508,
2000-08-04 00.00.00,,110.5937531,34.8093974,81.8490652,37.564236,22.517,10.2741,
2000-08-07 00.00.00,,111.4848939,34.4894901,82.0114504,36.226126,22.442,10.2575,
2000-08-08 00.00.00,,112.2010256,34.7073707,82.1978168,36.750355,22.5925,10.2774,
2000-08-09 00.00.00,,112.4294565,35.0693751,82.4103927,38.308275,22.5464,10.2829,
2000-08-10 00.00.00,,111.262111,34.9669695,81.9078666,39.182611,22.3735,10.3013,
2000-08-11 00.00.00,,111.9830998,35.1216981,82.6507846,38.947804,22.4953,10.2758,
2000-08-14 00.00.00,,112.691422,35.2394294,82.8982463,39.496811,22.6717,10.2933,
2000-08-15 00.00.00,,112.0346592,35.0386904,83.107565,39.066107,22.4052,10.2805,
2000-08-16 00.00.00,,111.8425092,35.2906364,83.1603607,39.011464,22.5388,10.2686,
2000-08-17 00.00.00,,112.0670969,35.3621845,83.1916945,39.440108,22.6012,10.2811,
2000-08-18 00.00.00,,112.7266696,35.351483,83.6358417,40.074148,22.6656,10.2999,
2000-08-21 00.00.00,,113.3650958,35.4160774,83.9234941,40.829155,22.7067,10.2951,
2000-08-22 00.00.00,,113.9171753,35.7066568,83.9603794,40.044435,22.7127,10.3019,
2000-08-23 00.00.00,,114.1642385,35.5103649,84.3058486,41.059684,22.6859,10.3291,
2000-08-24 00.00.00,,114.0217966,35.3097749,84.4560036,40.385725,22.5432,10.3388,
2000-08-25 00.00.00,,114.3211428,35.2673867,84.3821229,40.865792,22.6131,10.3396,
2000-08-28 00.00.00,,114.9134957,35.2052847,84.5660843,42.010092,,10.3165,
2000-08-29 00.00.00,,115.6254078,35.6307307,84.6476816,42.249347,22.9009,10.2997,
2000-08-30 00.00.00,,114.9127127,35.4100827,84.4739604,42.998835,22.843,10.3079,
2000-08-31 00.00.00,68.3396,116.1284793,35.6463692,84.7355228,43.035799,23.312,10.3518,
2000-09-01 00.00.00,,115.6722181,35.1307413,84.3435794,42.729932,22.9661,10.3733,
2000-09-04 00.00.00,,116.2281137,35.5514234,84.442693,,22.9935,,
2000-09-05 00.00.00,,115.916366,35.8512885,85.0989531,43.861736,23.0928,10.3819,
2000-09-06 00.00.00,,117.0966437,36.4439645,85.6474573,46.245355,23.5284,10.3602,
2000-09-07 00.00.00,,116.4873903,35.8938644,85.6711916,46.612154,23.2629,10.3479,
2000-09-08 00.00.00,,116.7202645,36.1510577,85.5795478,44.768121,23.5162,10.3647,
2000-09-11 00.00.00,,116.6376964,35.9385203,85.689391,47.038866,23.6328,10.3492,
2000-09-12 00.00.00,,115.9005041,35.6568623,84.9839231,45.915883,23.819,10.3441,
2000-09-13 00.00.00,,115.3605403,35.5653257,84.9978407,44.874285,23.5342,10.3665,
2000-09-14 00.00.00,,115.6648244,35.4963467,84.8768861,45.442711,23.6363,10.3346,
2000-09-15 00.00.00,,115.1971026,35.2536178,84.7327543,47.912658,23.6789,10.3096,
2000-09-18 00.00.00,,114.5439953,34.2058124,84.614563,49.459024,23.9074,10.3002,
2000-09-19 00.00.00,,115.735519,34.1046582,84.6773576,48.899631,23.9005,10.3104,
2000-09-20 00.00.00,,115.273071,34.5813398,85.2359219,49.325016,23.9114,10.2892,
2000-09-21 00.00.00,,113.3671711,33.738119,84.7024768,46.994697,23.4473,10.3093,
2000-09-22 00.00.00,,111.2588084,32.0829643,84.3074739,44.110035,23.2751,10.3208,
2000-09-25 00.00.00,,111.7211435,33.0222374,84.5109566,42.838506,23.3049,10.3295,
2000-09-26 00.00.00,,110.187012,32.7109259,84.6218876,42.426243,23.3015,10.3537,
2000-09-27 00.00.00,,109.8904108,32.6714211,84.7205574,42.328884,23.3877,10.3408,
2000-09-28 00.00.00,,110.8003293,32.5586951,84.2683656,40.691801,23.3342,10.3456,
2000-09-29 00.00.00,68.4466,110.2631819,32.6107323,85.3360685,41.389346,23.1171,10.36,
2000-10-02 00.00.00,,110.8409644,32.2997754,85.6781871,43.347734,23.1561,10.3441,
2000-10-03 00.00.00,,110.8847124,32.460205,86.0314038,43.3626,23.1584,10.3318,
2000-10-04 00.00.00,,111.229333,32.475208,86.1875749,42.587122,23.1434,10.3254,
2000-10-05 00.00.00,,111.9065612,32.7938784,86.588546,41.568922,23.1746,10.3495,
2000-10-06 00.00.00,,110.6887915,32.9013132,86.2711297,42.084425,23.1768,10.3758,
2000-10-09 00.00.00,,109.714758,32.359661,85.828624,43.48649,23.2062,,
2000-10-10 00.00.00,,108.754934,32.0829021,85.8222642,45.08856,23.1745,10.3961,
2000-10-11 00.00.00,,106.9376942,31.307447,85.364894,45.298327,23.3842,10.4051,
2000-10-12 00.00.00,,105.6347001,30.8574058,85.9777445,48.991269,23.5991,10.432,
2000-10-13 00.00.00,,108.4381433,30.8622756,85.8577381,47.225215,23.743,10.4352,
2000-10-16 00.00.00,,109.2773109,31.4537688,86.2758323,45.241069,23.8226,10.4279,
2000-10-17 00.00.00,,107.4075413,30.8775384,84.9176809,45.154934,23.6371,10.4693,
2000-10-18 00.00.00,,108.2529222,30.8086859,84.9443592,45.993449,24.1947,10.4701,
2000-10-19 00.00.00,,110.1020734,31.0513448,85.2003836,44.950343,23.918,10.4767,
2000-10-20 00.00.00,,110.5355619,31.6380729,85.0683072,46.304493,23.8667,10.4936,
2000-10-23 00.00.00,,111.7385173,31.6885104,85.683681,47.862658,24.1669,10.5273,
2000-10-24 00.00.00,,112.4360586,31.9809959,85.791861,47.254478,24.0275,10.5083,
2000-10-25 00.00.00,,111.8691497,32.153331,84.9504752,47.320524,24.0539,10.4826,
2000-10-26 00.00.00,,110.8699161,31.7977247,84.7230782,48.070378,23.8556,10.4888,
2000-10-27 00.00.00,,111.0837962,31.6366403,84.5663446,46.194468,23.3735,10.4792,
2000-10-30 00.00.00,,111.4019801,31.2871104,84.4949696,46.139625,23.3798,10.478,
2000-10-31 00.00.00,70.3691,112.4217063,31.3770722,84.1611467,45.658958,23.1922,10.461,
2000-11-01 00.00.00,,111.7172624,31.5032658,83.8554121,45.918614,23.025,10.4759,
2000-11-02 00.00.00,,112.2334165,31.8890382,84.2675179,44.969189,22.9845,10.4779,
2000-11-03 00.00.00,,111.7144631,31.8516588,84.4880906,44.907735,22.8165,10.4314,
2000-11-06 00.00.00,,113.0766141,32.1950594,84.3487996,45.51398,23.1103,10.4196,
2000-11-07 00.00.00,,112.7442891,32.3192768,84.4222114,46.161405,23.0427,10.42,
2000-11-08 00.00.00,,112.2193161,32.3787472,84.3828108,46.279337,23.0702,10.4304,
2000-11-09 00.00.00,,110.9274138,31.9449865,84.4628328,47.066679,23.0293,10.4563,
2000-11-10 00.00.00,,108.2791394,31.5713063,84.6360453,46.88499,22.8973,10.4543,
2000-11-13 00.00.00,,106.9729048,30.6508101,84.3432033,47.65403,22.935,10.4825,
2000-11-14 00.00.00,,109.5797231,31.3128702,84.8756542,48.480397,23.0665,10.494,
2000-11-15 00.00.00,,110.0137248,31.3392107,85.0806391,49.926699,23.025,10.5197,
2000-11-16 00.00.00,,109.0553756,31.0869174,85.4617823,49.356922,23.2957,10.5374,
2000-11-17 00.00.00,,108.947192,31.0027325,85.3570955,50.310612,23.2325,10.5231,
2000-11-20 00.00.00,,107.5072579,30.4866894,85.3101226,50.815076,23.418,10.5387,
2000-11-21 00.00.00,,108.1007574,30.6730733,85.0270156,51.001208,23.5439,10.5482,
2000-11-22 00.00.00,,105.8950374,29.9277845,85.0137365,51.281422,23.5128,10.5984,
2000-11-23 00.00.00,,106.6184346,29.7204962,85.284735,,23.5891,,
2000-11-24 00.00.00,,107.8182758,30.0793745,85.3293863,51.521157,23.5694,10.582,
2000-11-27 00.00.00,,107.4288536,30.0364355,85.5896412,50.769183,23.4661,10.5773,
2000-11-28 00.00.00,,106.0439367,29.3142862,85.5831973,48.861651,23.5067,10.6016,
2000-11-29 00.00.00,,105.8119809,28.8802638,85.4866437,49.303979,23.3649,10.6245,
2000-11-30 00.00.00,69.8872,102.9320116,27.9226502,85.2281617,47.448121,23.0239,10.6754,
2000-12-01 00.00.00,,103.1674193,28.0653169,85.5410528,44.747429,22.9426,10.6439,
2000-12-04 00.00.00,,102.0711369,27.5352646,85.0007209,42.964439,22.7188,10.6451,
2000-12-05 00.00.00,,105.5604397,28.589845,85.4299795,40.948591,22.9005,10.6979,
2000-12-06 00.00.00,,103.5985425,28.7935286,84.8685342,41.012499,22.7574,10.7506,
2000-12-07 00.00.00,,103.3585467,28.7686568,84.6869023,40.41985,23.0038,10.7584,
2000-12-08 00.00.00,,104.890464,29.3297615,85.22203,39.271933,22.9889,10.7372,
2000-12-11 00.00.00,,107.1278351,29.9188924,85.9967104,41.096748,23.032,10.7364,
2000-12-12 00.00.00,,106.4855926,29.6529672,85.6757646,41.188021,23.0024,10.7448,
2000-12-13 00.00.00,,106.0540603,29.7680084,85.6459135,39.922699,22.9651,10.7863,
2000-12-14 00.00.00,,103.3829956,29.0839063,85.7446147,37.966701,22.5784,10.8172,
2000-12-15 00.00.00,,100.5810853,28.3044175,85.2777356,38.551522,22.4455,10.8342,
2000-12-18 00.00.00,,101.6126537,28.5745756,85.2753202,39.79182,22.5636,10.8426,
2000-12-19 00.00.00,,101.1909988,28.4916073,85.1290621,39.052453,22.5888,10.8304,
2000-12-20 00.00.00,,96.8903713,27.346137,84.8209929,35.3223,22.406,10.8738,
2000-12-21 00.00.00,,96.3451087,26.8376687,84.2845738,35.375455,22.3115,10.9045,
2000-12-22 00.00.00,,96.8433143,26.7428091,84.3291808,35.274275,,10.9212,
2000-12-25 00.00.00,,96.8956462,26.6966035,84.2534557,,,,
2000-12-26 00.00.00,,96.9501144,26.4485321,84.3122863,35.666735,,10.9158,
2000-12-27 00.00.00,,97.7088569,26.4473371,84.4677296,35.357954,22.0439,10.8824,
2000-12-28 00.00.00,,98.4510474,26.8493519,84.4780521,34.709868,22.1105,10.8765,
2000-12-29 00.00.00,68.1652,97.0334359,26.521189,84.460132,35.490108,,10.8791,
2001-01-01 00.00.00,,97.0334359,26.4950963,84.460132,,,,
2001-01-02 00.00.00,,94.7856353,26.2893007,84.1766719,35.76594,21.3803,10.993,
2001-01-03 00.00.00,,96.9063372,26.4886369,83.8499561,36.842615,21.0907,10.893,
2001-01-04 00.00.00,,96.6259812,27.3407713,84.2761551,36.929276,21.0312,10.9518,
2001-01-05 00.00.00,,94.7847061,27.271789,84.2003993,36.44841,20.9219,11.0013,
2001-01-08 00.00.00,,94.9898517,27.3996558,84.6985595,35.839042,21.1174,11.019,
2001-01-09 00.00.00,,95.1295387,27.8871795,85.0601175,36.478786,21.1611,10.9886,
2001-01-10 00.00.00,,95.3542315,27.7126866,85.1617452,38.787052,21.1181,10.9397,
2001-01-11 00.00.00,,94.9984514,27.4271328,84.590372,38.270073,20.6843,10.9089,
2001-01-12 00.00.00,,95.2265592,27.7534693,84.0433269,39.155716,20.7192,10.8517,
2001-01-15 00.00.00,,95.9394296,28.1101392,84.6180776,,20.8816,,
2001-01-16 00.00.00,,96.350642,28.3237774,84.39213,39.248172,21.0172,10.8718,
2001-01-17 00.00.00,,97.7179359,28.8646983,85.0680215,38.603075,21.1161,10.9206,
2001-01-18 00.00.00,,97.7422707,28.9190355,84.873851,39.359078,20.9872,10.9715,
2001-01-19 00.00.00,,97.9953515,29.5264554,85.2538186,41.691653,21.1117,10.9217,
2001-01-22 00.00.00,,97.9528627,29.4983696,85.1220642,41.127766,21.1983,10.8986,
2001-01-23 00.00.00,,98.5594022,29.6336809,85.7064687,40.78523,21.1813,10.8645,
2001-01-24 00.00.00,,99.6084434,29.9549762,86.4562154,40.553758,21.289,10.8559,
2001-01-25 00.00.00,,99.8116282,30.1085122,86.63973,41.154402,21.4288,10.8811,
2001-01-26 00.00.00,,99.6576358,29.9968544,86.9599842,41.7322,21.3212,10.8805,
2001-01-29 00.00.00,,100.3950304,30.029855,87.4267667,40.887968,21.3434,10.8714,
2001-01-30 00.00.00,,100.0631724,30.0358737,87.3429276,40.518365,21.3195,10.9246,
2001-01-31 00.00.00,70.2584,99.7592315,30.3891858,87.3491955,39.817622,21.2071,10.9676,
2001-02-01 00.00.00,,99.0428026,29.9414858,87.4562474,40.968313,21.2209,11.0228,
2001-02-02 00.00.00,,98.1202519,30.0539327,87.464326,43.115314,21.2763,10.9772,
2001-02-05 00.00.00,,97.8700769,29.4061569,87.4400872,42.03422,21.0781,10.9897,
2001-02-06 00.00.00,,98.7621627,29.8264519,87.6627717,42.222877,21.0914,10.9674,
2001-02-07 00.00.00,,97.4545534,29.2159831,87.4084484,43.310969,21.0344,10.9736,
2001-02-08 00.00.00,,98.1323251,29.8766821,87.6822978,44.472731,21.3618,10.9716,
2001-02-09 00.00.00,,96.2002116,29.6481732,87.4632696,43.293111,20.929,11.0114,
2001-02-12 00.00.00,,96.9988668,29.6024505,87.6596585,42.435137,20.9663,10.9911,
2001-02-13 00.00.00,,97.3694826,30.0872491,88.1281624,42.903053,21.1789,10.9779,
2001-02-14 00.00.00,,96.7422203,29.9673074,88.2801357,41.981826,21.1318,10.9576,
2001-02-15 00.00.00,,98.569636,30.7099881,88.9135487,41.334776,21.3037,10.9169,
2001-02-16 00.00.00,,96.1706437,30.0819602,88.8325882,41.286115,20.9763,10.9615,
2001-02-19 00.00.00,,95.5665286,29.6394481,88.5757189,,21.0204,,
2001-02-20 00.00.00,,95.3948449,30.063916,89.1879024,41.312626,21.0297,10.9714,
2001-02-21 00.00.00,,94.1698105,29.3176334,89.3305681,40.935042,21.1446,10.9514,
2001-02-22 00.00.00,,94.3699568,28.9353297,89.651115,41.581773,21.374,10.955,
2001-02-23 00.00.00,,92.6167836,28.4090797,89.2388276,41.413083,21.2566,10.9936,
2001-02-26 00.00.00,,94.2818272,28.7931109,89.8219151,40.708191,21.5761,11.0253,
2001-02-27 00.00.00,,93.7817561,28.5732972,89.8289801,40.115364,21.8973,11.0806,
2001-02-28 00.00.00,70.9392,92.0350672,28.2300758,89.4225671,38.709746,21.5715,11.1002,
2001-03-01 00.00.00,,91.1551967,27.8418152,89.1339861,38.684908,21.3501,11.1329,
2001-03-02 00.00.00,,90.41792,27.520728,89.3787811,38.916184,21.048,11.0725,
2001-03-05 00.00.00,,91.2091872,27.7721997,90.0204715,40.140465,21.0851,11.0751,
2001-03-06 00.00.00,,91.9522911,27.8937522,90.0226023,39.597544,20.9535,11.0696,
2001-03-07 00.00.00,,92.7487277,28.1403705,90.2593794,40.796116,20.9849,11.1139,
2001-03-08 00.00.00,,92.4617178,28.1165928,90.4856432,39.803759,21.1442,11.1289,
2001-03-09 00.00.00,,90.901567,27.7763452,90.3504303,39.285264,21.632,11.1102,
2001-03-12 00.00.00,,87.9561306,26.9624938,90.034443,39.403493,21.9267,11.1237,
2001-03-13 00.00.00,,89.1228005,27.1266193,89.2354799,39.404539,22.0021,11.114,
2001-03-14 00.00.00,,87.3509747,26.9223901,87.7922717,37.79464,21.6159,11.1657,
2001-03-15 00.00.00,,88.8778529,27.1930585,87.7727291,38.422087,21.6621,11.1868,
2001-03-16 00.00.00,,87.7331624,27.2620923,87.4269141,38.961428,21.7718,11.2079,
2001-03-19 00.00.00,,87.9559106,26.8353776,87.1528782,38.068684,21.6303,11.1811,
2001-03-20 00.00.00,,86.8524049,26.6184336,87.0562006,37.3645,21.5891,11.2064,
2001-03-21 00.00.00,,86.7356569,26.8836843,86.7930873,38.750134,21.8592,11.2158,
2001-03-22 00.00.00,,85.3905828,26.5099419,85.9209973,38.708579,21.9781,11.2518,
2001-03-23 00.00.00,,86.9861412,26.5393132,85.6618755,39.58521,21.9924,11.2063,
2001-03-26 00.00.00,,88.6714056,26.8745108,86.1822224,39.698105,21.8565,11.1797,
2001-03-27 00.00.00,,90.9841647,26.9662783,86.1626134,40.290139,21.9498,11.1018,
2001-03-28 00.00.00,,89.5220297,26.8324932,86.4202829,38.312943,21.8596,11.1047,
2001-03-29 00.00.00,,89.3799996,26.5645551,86.5548935,38.636307,22.0357,11.1104,
2001-03-30 00.00.00,76.0346,90.0226104,26.5622779,87.5065603,38.647854,21.8597,11.1358,
2001-04-02 00.00.00,,89.0337558,26.1099978,87.2402982,37.585995,21.6923,11.1226,
2001-04-03 00.00.00,,85.6433238,25.147291,86.8876032,37.938493,21.4902,11.1403,
2001-04-04 00.00.00,,85.4964854,24.6186643,86.0776844,38.957153,21.5053,11.1478,
2001-04-05 00.00.00,,88.4768853,25.1497844,86.67008,39.33447,21.4897,11.125,
2001-04-06 00.00.00,,86.8672687,25.1571818,87.3689569,38.683843,21.3482,11.1879,
2001-04-09 00.00.00,,87.5505224,25.1069292,87.6243638,39.119553,21.433,11.1677,
2001-04-10 00.00.00,,90.4114713,25.7659143,88.4314051,41.425989,21.5804,11.0779,
2001-04-11 00.00.00,,90.4032662,26.1201223,88.3700285,41.076789,21.6633,11.0675,
2001-04-12 00.00.00,,91.0932096,26.1452999,88.3608338,41.023374,21.6935,11.0488,
2001-04-13 00.00.00,,91.3867586,26.2735356,88.3688947,,,,
2001-04-16 00.00.00,,91.1567049,26.1372397,88.3610654,42.1586,,10.9848,
2001-04-17 00.00.00,,92.0430558,26.2777542,88.2736036,41.889109,22.0847,11.0328,
2001-04-18 00.00.00,,94.0783455,26.866654,88.2773032,41.16866,21.7672,11.0705,
2001-04-19 00.00.00,,94.9877472,27.1331206,88.1700812,40.467154,22.0175,10.9996,
2001-04-20 00.00.00,,93.3451246,26.3471054,87.4807359,39.04729,21.7845,11.0008,
2001-04-23 00.00.00,,93.0396285,26.4504314,87.6835408,39.433957,21.8722,11.0534,
2001-04-24 00.00.00,,92.404637,26.4972901,87.8407709,38.380731,21.9491,11.0446,
2001-04-25 00.00.00,,93.1762451,26.5323763,88.0335667,38.924035,21.9174,11.0173,
2001-04-26 00.00.00,,93.5177948,26.7138503,87.6818224,40.417993,21.8384,11.0631,
2001-04-27 00.00.00,,95.5452182,27.1830744,87.685631,40.705274,22.2182,10.9895,
2001-04-30 00.00.00,75.5616,95.8906583,27.6114411,87.9864378,41.118916,22.172,10.9974,
2001-05-01 00.00.00,,96.3951991,27.3916355,87.2504776,41.485387,22.0696,11.0261,
2001-05-02 00.00.00,,96.2820521,27.6265619,87.4256374,39.780171,22.0261,11.0413,
2001-05-03 00.00.00,,95.6090028,27.8156949,87.563877,40.943475,22.3579,11.0911,
2001-05-04 00.00.00,,96.0383097,27.5031959,87.5753438,40.585874,22.2496,11.1023,
2001-05-07 00.00.00,,96.5055704,27.6708065,87.8658653,39.921531,,11.0992,
2001-05-08 00.00.00,,96.5102225,27.7132355,88.0074548,39.679636,22.3691,11.0876,
2001-05-09 00.00.00,,95.9901933,27.7163897,87.9898486,40.757944,22.6108,11.116,
2001-05-10 00.00.00,,96.7212228,27.7931787,88.3535365,41.195669,22.7366,11.0553,
2001-05-11 00.00.00,,96.428342,27.8303019,88.642855,41.385672,22.9005,10.9469,
2001-05-14 00.00.00,,96.0280132,27.5855043,88.8457362,41.566905,22.9015,10.9814,
2001-05-15 00.00.00,,96.0691641,27.3023133,88.6021248,41.65902,22.6317,10.9579,
2001-05-16 00.00.00,,96.9225094,27.2655421,88.6085315,41.132875,22.8542,10.9782,
2001-05-17 00.00.00,,97.733715,28.0823164,88.7472133,41.304502,23.1725,10.994,
2001-05-18 00.00.00,,98.2906168,28.3568021,89.096789,43.133712,23.2124,11.0044,
2001-05-21 00.00.00,,99.478251,28.5534209,89.5732548,43.073612,24.795,11.0116,
2001-05-22 00.00.00,,100.7412778,29.1099638,90.068448,43.325007,24.5426,11.0089,
2001-05-23 00.00.00,,100.0320827,29.3370719,90.2789917,42.888103,24.5534,11.0088,
2001-05-24 00.00.00,,100.2606122,29.2827714,90.0547127,41.261068,24.8466,10.9614,
2001-05-25 00.00.00,,99.4275051,29.1702012,90.1815379,41.250715,24.0147,10.9648,
2001-05-28 00.00.00,,99.2766436,29.1053576,90.1370269,,,,
2001-05-29 00.00.00,,98.9195919,29.1236902,90.2075935,41.71233,24.0027,10.9668,
2001-05-30 00.00.00,,97.4069191,28.7869018,90.0919773,41.495907,23.5572,10.9711,
2001-05-31 00.00.00,79.0593,98.8407235,29.1424647,90.7394168,41.821535,23.5841,11.0317,
2001-06-01 00.00.00,,98.910021,29.0250028,91.0425907,41.144894,23.3831,11.0597,
2001-06-04 00.00.00,,99.4644944,29.149204,91.0469082,41.48562,23.5061,11.0789,
2001-06-05 00.00.00,,99.859459,28.8922862,90.89984,41.440555,23.3189,11.1116,
2001-06-06 00.00.00,,99.3341881,29.1144824,90.4436621,40.80355,23.3736,11.1122,
2001-06-07 00.00.00,,99.4935756,29.107651,90.1981853,40.755839,23.3737,11.0868,
2001-06-08 00.00.00,,98.9661819,29.4262782,89.7413446,41.624841,23.4786,11.0684,
2001-06-11 00.00.00,,98.4066274,29.4102948,89.873426,42.80438,23.7373,11.1048,
2001-06-12 00.00.00,,97.2365108,29.1443023,89.3001129,42.81555,23.7239,11.1342,
2001-06-13 00.00.00,,96.461971,28.9365982,89.3477058,42.216112,23.7736,11.1354,
2001-06-14 00.00.00,,94.4576754,28.47036,89.4725075,41.830577,23.5631,11.1594,
2001-06-15 00.00.00,,93.7564313,28.2457565,89.2826654,40.942822,23.5132,11.1483,
2001-06-18 00.00.00,,93.2484696,27.7292938,89.3050045,39.643812,23.5315,11.1525,
2001-06-19 00.00.00,,94.2800837,27.9929982,89.6779026,39.990373,23.8853,11.1604,
2001-06-20 00.00.00,,94.5674477,27.9154494,88.9289621,38.3388,23.7359,11.1778,
2001-06-21 00.00.00,,94.9059232,28.0162706,89.1638705,38.283085,23.6474,11.1922,
2001-06-22 00.00.00,,94.7628673,28.1158615,88.396513,38.721138,23.8167,11.2397,
2001-06-25 00.00.00,,93.9120431,27.8901652,88.3600461,39.054707,23.617,11.234,
2001-06-26 00.00.00,,93.1344014,27.7012495,87.8323029,38.573014,23.6541,11.1879,
2001-06-27 00.00.00,,92.7955573,27.739504,88.0551205,36.622821,23.7287,11.1805,
2001-06-28 00.00.00,,95.3879248,28.175348,88.4885362,37.356013,23.7834,11.1288,
2001-06-29 00.00.00,79.0854,95.3094737,28.3689309,88.9655258,38.194903,23.7749,11.0909,
2001-07-02 00.00.00,,96.3805683,28.4672896,88.93203,37.812538,23.611,11.1319,
2001-07-03 00.00.00,,95.772495,28.1746477,88.5195758,38.160364,23.5781,11.106,
2001-07-04 00.00.00,,95.6922878,28.0160246,88.8521741,,23.559,,
2001-07-05 00.00.00,,95.4130882,28.1710054,88.9464858,39.837938,23.7082,11.0887,
2001-07-06 00.00.00,,92.3954239,27.3843938,88.1299029,41.080891,23.311,11.1171,
2001-07-09 00.00.00,,92.8242381,27.1880664,87.6307184,40.160192,23.3886,11.1426,
2001-07-10 00.00.00,,91.5051197,26.7768439,87.4992168,39.679434,23.3123,11.1743,
2001-07-11 00.00.00,,90.4884307,26.0389892,87.1026696,38.838631,23.1522,11.1676,
2001-07-12 00.00.00,,92.8679786,26.527679,87.8228601,38.834995,23.2741,11.1982,
2001-07-13 00.00.00,,93.1377804,26.3499796,87.785267,38.36594,23.2516,11.2003,
2001-07-16 00.00.00,,92.3249259,26.0490348,87.6221532,37.931655,23.3579,11.2357,
2001-07-17 00.00.00,,92.0501874,25.9700196,87.3940566,37.340995,23.2253,11.2396,
2001-07-18 00.00.00,,90.4073628,25.3930079,87.0972014,35.789859,22.9309,11.302,
2001-07-19 00.00.00,,91.2161202,25.474447,87.3947034,35.617015,23.1079,11.2921,
