holding_costs,holding_costs_rf,max_holding,return,std,trans_costs,turnover
0.0,0.0005,0.5,0.06355834746250477,0.15162213165630123,0.0001,13.784805037434866
0.0,0.001,0.5,0.06424339416729552,0.15190553285132286,0.0001,13.64210198636867
0.0005,0.0,0.5,0.07096906499052524,0.13993713825175672,0.0001,12.661374001455924
0.0005,0.0005,0.5,0.07543133707241667,0.1490584820161712,0.0001,12.365840856001402
0.0005,0.001,0.5,0.0755258357095705,0.14993360704177097,0.0001,12.285532450088064
0.001,0.0,0.5,0.07745032746828184,0.13354251596624825,0.0001,11.209826514020405
0.001,0.0005,0.5,0.08198804699465723,0.14525836642635,0.0001,11.303848320038906
0.001,0.001,0.5,0.081987083751758,0.14654570016330587,0.0001,11.25376311901048
0.0,0.0,0.5,0.0638958847132245,0.14650265576571117,0.0005,10.99456846150735
0.0,0.0005,0.5,0.06730307956309978,0.1501027443856582,0.0005,9.97183960275169
0.0,0.001,0.5,0.06770000900870987,0.15045982470769292,0.0005,9.828766664946095
0.0005,0.0,0.5,0.0744115051304155,0.13858285400658343,0.0005,9.49247581293486
0.0005,0.0005,0.5,0.07893628537337483,0.1479583662118674,0.0005,9.003965476137445
0.0005,0.001,0.5,0.07880856469375552,0.14888616232324506,0.0005,8.870797924077795
0.001,0.0,0.5,0.08028393286429214,0.13243402311307426,0.0005,8.50911644936549
0.001,0.0005,0.5,0.08310530320610088,0.14440559010517595,0.0005,8.297907101395893
0.001,0.001,0.5,0.08369018048658239,0.14573786889426443,0.0005,8.178982347204471
0.0,0.0,0.5,0.06713082189180852,0.1459511024726307,0.001,9.158267281429357
0.0,0.0005,0.5,0.07025889484637027,0.14941305492202026,0.001,8.141083858070576
0.0,0.001,0.5,0.07067823399899331,0.14972587733955386,0.001,8.002358804223746
0.0005,0.0,0.5,0.07565857884970129,0.13808410250065703,0.001,8.01452265750097
0.0005,0.0005,0.5,0.08077612590400784,0.14758137212785552,0.001,7.402186681530513
0.0005,0.001,0.5,0.08054387095133353,0.14848391064169486,0.001,7.262946845847798
0.001,0.0,0.5,0.08130328599098702,0.13207748003206504,0.001,7.2261556682084835
0.001,0.0005,0.5,0.08464585159250393,0.1440867747880988,0.001,6.827347540277501
0.001,0.001,0.5,0.08480386423185626,0.14538573838778518,0.001,6.6980022610355565
0.0,0.0,0.5,0.06636815160610432,0.14568377114230538,0.004,5.027558317181212
0.0,0.0005,0.5,0.07006497311200399,0.1485463396906683,0.004,4.182909524401122
0.0,0.001,0.5,0.068581126291551,0.14899830686792548,0.004,4.0325468666363085
0.0005,0.0,0.5,0.07235547582080826,0.13693801243355191,0.004,4.629822735328459
0.0005,0.0005,0.5,0.07664820378627035,0.14695304790225616,0.004,3.922564524149485
0.0005,0.001,0.5,0.07818316513698287,0.14803029572882373,0.004,3.7624265763151334
0.001,0.0,0.5,0.07734823342455921,0.12290723456005423,0.004,4.292744948005269
0.001,0.0005,0.5,0.0818643810113695,0.1380103450799187,0.004,3.6822262993217225
0.001,0.001,0.5,0.0832781810620642,0.13938478803713306,0.004,3.5342303657918284
