holding_costs,max_holding,return,std,trans_costs,turnover
0.002,0.4,0.05362564812260384,0.1099806876868796,0.015,0.9659688961867614
0.0,0.5,0.07326951523112024,0.13813842361797787,0.0005,9.69049787090005
0.0005,0.5,0.0842997529859364,0.13728379803599386,0.0005,8.757676356325344
0.001,0.5,0.08792480208285824,0.1363418594320115,0.0005,8.091083117316886
0.002,0.5,0.09212577740355998,0.1340823751920652,0.0005,6.936109740863872
0.0,0.5,0.0751838777109557,0.13807640637761984,0.001,8.293346465134862
0.0005,0.5,0.08509165416709052,0.13718957262089893,0.001,7.429132616886834
0.001,0.5,0.08897180282998485,0.13605368262287829,0.001,6.775352209808903
0.002,0.5,0.09124659758702136,0.13167450365805267,0.001,5.802810490728163
0.0,0.5,0.07219113330448734,0.13811627922805164,0.004,4.803894900081701
