$\mu_1$,$\mu_2$,$\sigma_1$,$\sigma_2$,$q_{11}$,$q_{22}$,timestamp,$\pi_1$,$\pi_2$,mean,variance,skewness,excess_kurtosis,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24,lag_25,lag_26,lag_27,lag_28,lag_29,lag_30,lag_31,lag_32,lag_33,lag_34,lag_35,lag_36,lag_37,lag_38,lag_39,lag_40,lag_41,lag_42,lag_43,lag_44,lag_45,lag_46,lag_47,lag_48,lag_49,lag_50,lag_51,lag_52,lag_53,lag_54,lag_55,lag_56,lag_57,lag_58,lag_59,lag_60,lag_61,lag_62,lag_63,lag_64,lag_65,lag_66,lag_67,lag_68,lag_69,lag_70,lag_71,lag_72,lag_73,lag_74,lag_75,lag_76,lag_77,lag_78,lag_79,lag_80,lag_81,lag_82,lag_83,lag_84,lag_85,lag_86,lag_87,lag_88,lag_89,lag_90,lag_91,lag_92,lag_93,lag_94,lag_95,lag_96,lag_97,lag_98,lag_99,model,window_len
0.0006398522919627435,-0.0005472956282092518,0.00577103913726584,0.013738792270021628,0.9877017678708686,0.9568733153638814,2020-03-25,0.7781100478468901,0.22188995215311003,0.0005276107470638655,7.686277998467358e-05,-0.3026687062812144,2.973902744108086,0.13340498425106193,0.16641300856030897,0.15892761226583596,0.13053441674275354,0.10180410293525016,0.10865521687238365,0.10735189078958772,0.07589092777193812,0.09272106678788815,0.08556411262885007,0.07223316513031897,0.08700568534492065,0.0539491560814695,0.0389649202082266,0.059154081237144704,0.028261288133467944,0.07113317179571535,0.059840600576262344,0.030224611762140065,0.05596766405941537,0.02765503537914832,0.04538982043406708,0.04097811783065669,0.03807670952465027,0.05818286192993084,0.021887696674157204,0.034631244396533825,0.018999675980470296,0.04516402770914486,0.007408123865259515,0.040209242428790995,0.030412156138795346,0.007305332835532147,0.015686106557414318,-0.0031461969416345836,-0.003559388465963127,-0.00022283140736239522,0.0037624878899291843,-0.009548105718664032,0.006153587654834744,0.008266820698632094,-0.0010529634300612987,0.003325477914813137,-0.014403888616043525,0.03390852288656547,0.002577394423568671,0.006538028839359483,0.01690466927982899,0.025215935053145636,0.029317503089732175,0.02082329226723873,0.011503985999714481,0.004112920122804291,-0.004745234541403273,0.004741366375646218,0.03489377196587573,0.007136050217813179,-0.0028243772720014542,0.031491132907150055,0.0053246108685080845,-0.0061588909285577535,0.005645524344326064,-0.021166108983357135,-0.012861991809380606,-0.01582003823855233,-0.0021407386561302704,-0.009409795454017813,-0.00902471910147424,-0.004989447483716218,0.0006536270908220983,0.00684096522675757,0.0029269808737828738,-0.000488990828521692,-0.002402241765671592,-0.009289219059515573,-0.01077713568883617,-0.009764665026847828,-0.012595887196693994,0.004229368950457627,-0.009059831135334314,-0.016695805564056688,0.011362935375303414,0.0006092321389366927,-0.0127492469659878,-0.0027091562412617106,0.006245938621825416,-0.016918486381001734,-0.014690017058671722,-0.02068226537193054,-0.016315879778506535,-0.02331669500114129,-0.015262399191855871,0.010789263400386374,-0.01689363448640333,0.011769888650100754,-0.004256058952782608,-0.016108862866900237,0.01705222723012073,0.011024099317538364,-0.01420221314998798,jump,1700
0.0006398522919627435,-0.0006776012022037485,0.00577103913726584,0.013828072938295844,0.9877017678708686,0.9568733153638814,2020-03-27,0.7781100478468901,0.22188995215311003,-8.719799126859058e-05,7.671783475344224e-05,-0.3605714040774096,2.0010127038473993,0.20572762888764023,0.16866547843049223,0.1741645084521643,0.11552249505538036,0.1542179811025398,0.14463104747267352,0.11076556301607121,0.14250752438951442,0.13751254234621266,0.08216035486404646,0.0660656140153145,0.10515827276976741,0.0873095450094131,0.07409893997241224,0.11393276006470261,0.07810164414515838,0.04473044609221443,0.06021004465103401,0.030952106733409226,0.06058790151839038,0.03323197589108053,0.036083942146449326,0.05736230495775991,0.03209175916457587,0.04408982429581878,0.01883622958348263,0.03424408471914506,0.023391938633603736,0.041596677861715434,0.0328854732202262,0.03258283375823262,0.019691258128983025,0.03500903633534643,0.006314042153411959,0.04086833303633451,0.021460273710755103,0.01885822608594779,0.03835961935687886,0.036207958532243206,0.019762280242159765,-0.003117478818485747,0.0008670477039171079,0.01661178126851786,0.01592091369323539,0.01058632203377544,-0.016778866999583034,0.017328088541000486,0.009645956355625462,-0.004643976453404619,0.014907027249907098,0.02757046821603084,0.01572439368014462,-0.0010184050415161115,-0.009060922328021515,0.016031867545035775,0.006194319935243227,-0.013105909255999169,-0.010566422004704765,-0.0251546504526634,-0.0033701415910037044,-0.008890643870498885,-0.005709865387649442,-0.0032715937098592774,0.031161709773845178,-0.0035414813535085262,0.009220424583206047,0.00880752554722069,0.006326137539592834,0.009050105849331766,0.04201419697200935,0.015120132035429012,0.00398962438419922,0.010963154353131941,-0.004287699889346138,-0.0002856518945515728,0.0039637316966203906,0.010433252644410612,-0.011230592111318582,0.002116570148780306,0.013738130780332067,-0.009315208056956547,0.013093427471750439,0.004358161018506093,-0.0046172495246057975,0.0019420998092340989,-0.005263532767242862,-0.010999896550779266,-0.0038880686231744063,0.004600892317258,0.0055881846888620615,-0.00141903352941725,-0.001989313796578922,-0.00553388703089989,-0.019590635239340893,0.03641890631264449,0.00851917405849365,-0.0011486594735462847,-0.003785520116924106,-0.0028662474911682083,0.010933760615991715,jump,1700
0.0006398522919627435,-0.0005501873035177808,0.00577103913726584,0.013919068784076961,0.9877017678708686,0.9568733153638814,2020-03-30,0.7781100478468901,0.22188995215311003,0.00034147283326039265,6.264661525627199e-05,-0.302171817233433,2.960554257585456,0.23091813619755805,0.17329511559513405,0.1226669555326503,0.16348645152668145,0.14850407379547062,0.1075951174907669,0.10546125750753332,0.11205053473949066,0.07778752897364168,0.09358443471387658,0.07643269046111265,0.0729056144337407,0.03600510305457392,0.06224146420228516,0.06128622612349783,0.056372665320863075,0.05518957083404283,0.079758177894849,0.0565222675400313,0.06382989754177576,0.054256964859706956,0.062025386311273356,0.052276686680349106,0.04834236554865629,0.038193888316288276,0.03422273156998478,0.02720192053582576,0.033886686745812175,0.018909287502987298,0.04115096969512727,0.007649994782970627,0.029126260943272263,0.04159549193173457,0.029476504856327124,0.026996308586784718,0.02629153040827658,0.025529897902894238,0.016547378597857036,-0.0010401329014591842,0.020816403876488213,0.0016475558834791347,0.011658864747392706,0.034065335757443756,0.01887637098293276,-0.0049293960058442434,0.0010649536130322938,0.02527965009029475,0.008929803220224969,0.004713377329926305,0.016681212776101635,0.020114547796632052,0.010439219755589249,0.01225858437407297,0.02000407518739604,0.01702575905195192,0.011915104838745952,0.0017052644716282362,0.002158176958687548,-0.005884210817278615,0.009956950090807857,-0.007638460308826967,0.002829991270102238,0.012051058751157678,0.023192076896806867,0.0010438331013472386,0.015907882652046165,-0.0004641976713348418,0.017606316989269913,-0.007119639845354616,-0.0008648010423642809,0.004015564928640419,0.02421685706959665,0.025137770789717098,0.006560856838781961,-0.010060153552971822,-0.00948006839372463,-0.004524468889799263,0.008909106805217157,0.013755666918084069,0.0032571100365706815,0.011149052107465559,-0.0018360383907494854,-0.014803034579114704,-0.007698509352190913,-0.006051486400354456,0.01063834637812291,0.026834975921581856,0.023959608059188977,0.004462857102027696,0.01654200710912231,0.015534155853319163,-0.01042061512559826,0.010061029922760152,0.013704390781744465,0.009861710798351513,0.023541431579676017,-0.008417122099990272,0.017551343327655428,0.024700636907476554,0.026315752804531252,jump,1700
0.0006398522919627435,-0.0005755067707161693,0.00577103913726584,0.013938881250045436,0.9877017678708686,0.9568733153638814,2020-03-31,0.7781100478468901,0.22188995215311003,0.0005418480743589983,7.106271192237544e-05,-0.06639064226948592,2.8900752008025803,0.23925062452766363,0.19512076928489339,0.1835033710861933,0.12760405807108488,0.1587396938160139,0.15075806552978843,0.14535764854212022,0.12020196826681241,0.13364072806879193,0.1261502879214592,0.15649750746589017,0.07868898331833403,0.08999158789539825,0.09556832984599967,0.08588566434822566,0.06562380662006498,0.05127329790367045,0.05937994582809392,0.06171625359659867,0.03165047219178978,0.03326568915063096,0.018814664731589662,0.04114691199899316,0.044518195079206145,0.03606942990136414,0.014532908026447286,0.005640490389439628,0.007788703391081924,0.03353525655330555,0.02817788005533489,-0.009180141362280897,0.034406790396691145,0.012531706945617829,-0.0019617311588236612,0.007847979768019967,0.00561406721921676,0.0030900350249607905,0.01743646054836974,0.04547255285037843,0.007149468579554874,-0.003454552546021122,-0.01912007306380654,-0.004658992070853253,0.010921585556480366,0.008332424231869666,0.00537475025211831,-0.005764566372976724,0.002040659738304059,-0.020224283465209186,-0.016499893604328582,0.0029486695841675686,-0.00146082501876078,-0.02265182826746968,-0.006526120193707935,-0.014394895643979439,-0.02224326581278798,-0.007120324830927813,-0.02791553118383246,-0.009257157578047672,-0.011948588684231083,-0.02328096024233948,-0.012039591596058816,-0.011128099141217089,-0.01629077375170397,-0.01403733439616918,-0.02080116618115884,-0.019316478906751745,-0.00902135826384247,0.004133856586740046,-0.021621390904218843,-0.003241851503588697,0.0068097033561756795,-0.015094407432436983,-0.0070177305891740175,-0.012336151112055231,-0.008657944658423527,-0.01062253647330321,-0.010073453847146842,-0.011855726673123604,-0.001956297020974759,-0.000786911910438724,0.011593449053967612,-0.010042416656578413,-0.027423624532388356,-0.017259818220593744,-0.02284879796712879,-0.017908239782281236,-0.01787846650748202,-0.005430166211033088,-0.01593812989668282,0.0008073431568329102,0.003053619545287179,-0.014891469962907966,-0.015185729432210497,-0.02160814665252657,-0.009688032987679137,0.007820748350453714,0.008748629212927772,-0.01187756431158249,-0.00420118447491639,jump,1700
0.0006389891436762428,-0.0007122805733788464,0.005768904860543138,0.014112524320175226,0.9877112135176651,0.9567567567567568,2020-03-31,0.7787081339712918,0.2212918660287082,0.00025271408604412855,6.49727271645746e-05,-0.16638206434556307,2.3567363406975987,0.22998081500501777,0.24299584397986607,0.23858864402632154,0.20347342898541845,0.18514098202145549,0.1529753373249976,0.20314364108398622,0.1310797435813937,0.18310115152857898,0.16196475066256086,0.1620682116855398,0.12416659341040828,0.13222313861813328,0.1284456929459198,0.12279369706827796,0.12930354720444232,0.11597341134900162,0.15000476342977548,0.12656387424708224,0.10225085445137881,0.1256092611023148,0.11535390546815522,0.11421790133460355,0.10279155756280409,0.09628222328498941,0.08647875628547828,0.08097510891723451,0.12742052690325315,0.05980932730097031,0.12026824833373559,0.07660499316340012,0.06577859903341249,0.08511961563442212,0.08722944116665783,0.0800310578160856,0.061707803353892934,0.04956004978315112,0.039620470511066146,0.0585408925256552,0.06621244341094501,0.03411932520957325,0.05135618993471025,0.06197285938768406,0.04938022182737189,0.04747543145488883,0.04305503900179382,0.06350864041624298,0.05428690193521884,0.048633304458781335,0.022230876931683956,0.048670971778854266,0.04312391673168815,0.06110562104842235,0.03433812321536402,0.03141165093801077,0.03592825446258162,0.054005080270978736,0.07942121967402889,0.01837952463167486,0.06564038450375637,0.03157505274808739,0.032465450860360304,0.03228534065985886,-0.003697414560857485,0.05088121827391009,0.04343853843266273,0.03578527090333461,0.03726333713483082,0.056352912094257225,0.024861212135365886,0.020403551027651286,0.04436370241313196,0.015344644864335106,0.04006176046747745,0.029884412531534812,0.034802108687938475,0.0355655462467873,0.016367385533012122,0.045086917019295875,-0.0131261800606088,0.01532740390576755,-0.0004962869244869502,-0.0056803577162467265,-0.016862861980234543,-0.006872876305400024,-0.0005033685045437756,0.013051154421676325,0.0160291225667968,-0.01318161851675374,0.005704367789283317,0.027349476979565742,0.0034338969632133373,-0.005921157649675829,-0.014846529156497793,0.004408002248741253,0.0010640258036668296,-0.0009014920213662533,-0.003882399501958938,-0.009930694045411618,0.0018060991258879763,jump,1700
0.0006504465829671834,-0.0007302332617388207,0.005769187055298235,0.01426944961865672,0.9885321100917431,0.9560439560439561,2020-04-02,0.7930877671668939,0.20691223283310606,0.000456350320533127,6.824091565350159e-05,-0.13234806716833228,3.189003956643405,0.2049328989603374,0.1877191114347681,0.2047250702214721,0.17851640880075006,0.14112847325734879,0.12391597527681325,0.1705421762809338,0.1324869739325082,0.1182500279491164,0.08543985390206119,0.14406906685584464,0.0955058731885716,0.08985888608161029,0.10533026500724331,0.1004253224133816,0.08750376719175892,0.08792938642706716,0.13307911057802174,0.08457608834098558,0.08570456269676348,0.08079441329914722,0.049567835999949975,0.0690077322037974,0.03695446455102137,0.06309119296565399,0.028777409751555853,0.03252568075926958,0.06950977949206584,0.020929163053892023,0.010423767396706111,0.019905740225350934,0.026742081225973966,0.000886331637675014,0.009013215254075372,0.024166665805850897,0.012069974479386356,0.017002409963249508,0.016966826841190278,0.011927323748340213,-0.011850660958975728,-0.003286414629283224,0.02041370291354824,0.002829732116099442,0.007812484893131458,-0.006546137234224563,0.0016447991334025077,-0.002224631713090312,-0.00786083311772036,0.004240881872362612,-0.007243686389050412,-0.0329804835415326,-0.01825685348109935,0.0006771451797388658,-0.02004304329478111,-0.020349221942571733,0.011212220047601843,0.001649349731511682,-0.007543226519876526,0.00043154916957405254,-0.014528747005637457,-0.01788643153611467,-0.0046139075988431465,-0.028516174599071322,-0.004836730738796085,-0.007276834796419209,-0.00896242785041349,0.012697997004275673,0.024996837685118314,0.03536405778095185,-0.003914234373164381,0.005592170079227006,-0.004991120414691585,0.006495254110690128,0.0004662394094566964,0.024091830768664748,0.006065793539251992,0.03948839588442915,0.044284615188170194,0.010215213750049966,0.022101194412868716,0.019209279229632892,-0.0059018114518194255,-0.0003472886042577677,0.013906316899844534,0.02353861442366258,0.0163040092047956,0.016852416926660323,-0.0018961303469503983,0.014902471520673338,0.04667507630735038,0.004584414950153921,0.0007061445043270387,0.01970390072702641,0.022091760514831752,0.024837660696279965,0.006373662266144524,0.020535537867348897,0.01931785064929758,0.0036987522359579524,0.0031407193580323916,jump,1700
0.0006430193293999577,-0.0007700212808353016,0.005765129644179109,0.014270095692998782,0.9885233358837031,0.9561643835616438,2020-04-03,0.7925114639784743,0.20748853602152575,0.00021124924136080138,7.417502303069828e-05,-0.3632498550034061,3.1868352275729475,0.18131515416046845,0.19162138774256304,0.16778559713631575,0.13400485370365234,0.15645201413096826,0.11992733362489291,0.18771622148340847,0.15707504951070336,0.16215365112095212,0.09444515673243743,0.10047117439665754,0.08743369021220111,0.10873636652248295,0.10172720763968743,0.12703478777312008,0.08952333291018044,0.08450988678149139,0.06078324378519237,0.05899670545873276,0.044399264345359735,0.06276783114552857,0.06486401568489299,0.06028944981148153,0.05145586375639607,0.03551391533547892,0.06348498270482025,0.026788211352890008,0.04649733065275855,0.04034144350940146,0.04619103843800148,0.034545837566833715,0.02835804758114244,0.0361137949990971,0.044847442462606496,0.028283231280467853,0.051196009050468616,0.04544955038595583,0.019773736141589424,0.019125412689582115,0.05758071474722378,0.02747749046828109,0.03056180176190764,0.0357282469694908,0.043148299385046364,0.023788816668713207,0.020300981484690447,0.0058965581167096,0.012921231062288452,0.02499202391157033,0.020540060685948658,0.01228515654899309,0.014453190086659832,0.017512650344239142,0.013382811028840766,0.023578605790005758,0.00261432980727426,0.01844931490250808,0.03167598294715666,0.015370961136952464,0.019838529784409767,-0.009756728834801418,-0.006118383200774476,-0.005389341814444453,-0.0026194593456651317,0.01975109829596283,-0.00046467027200717176,0.029802824511310583,0.0235487353330688,0.019155600169544304,-0.005109355564453178,0.0021151923973272498,-0.010734886013527598,-0.0009101379568840205,0.023909505673082063,0.006577145408641861,0.02260609203891313,-0.004862765223418922,-0.0023092943288236605,-0.0007111248693814348,0.010105399874782928,0.008883604600846856,0.0004479293037817876,0.004413199729379841,0.0022949731543210855,0.02523925946144601,-0.0006657328890633945,-0.007456700173067845,0.01394016057071961,0.009174967782760184,0.01904838040652235,0.01941407899328056,0.0002417109038895714,0.012020604082852488,-0.005189203990282913,0.0036271275581776763,0.00807121161357358,-0.015885689068655225,-0.010887202559285873,-0.0038472146264583304,0.004546052843385085,jump,1700
0.0006435064643232338,-0.0007700212808353016,0.005767309462568906,0.014270095692998782,0.9885145482388974,0.9561643835616438,2020-04-03,0.7923855750635168,0.20761442493648313,0.0002494817988118862,6.5057893226371e-05,-0.3418003837492559,2.3351489531629763,0.2445444937361502,0.21489675020800503,0.19272531529812173,0.21275885601448047,0.1719649498808407,0.18404810529366486,0.17998212254638146,0.1613225850701738,0.13503951048261684,0.15556847693669,0.1521918594752579,0.1218333896437244,0.07242460946113838,0.1124125849568784,0.1110902195218523,0.09497544228373214,0.14328737695627322,0.06960626122186403,0.099890202824168,0.06115651898751926,0.10114810413130405,0.056210548222827526,0.05677784920415865,0.04201393029503379,0.04357903782567732,0.04521001910795467,0.033068287487054704,0.015024932089272554,0.016692645638310594,0.013334935389506905,0.04425884156466935,0.00424824937186986,0.04294429265362679,0.04854603481329912,0.033333965638478076,0.020532417062585375,0.023107302850566162,-0.01108261594389397,0.030751040449240232,0.005983653453464849,0.0032436892925881123,0.0011572927922694585,-0.017785821454571617,0.017494520465865495,-0.005480330008139209,0.003400645608937762,0.0035095641099815605,0.022075460235027274,0.0013301534190148533,0.012348933671327278,-0.0036122324780547203,0.006598630825410058,0.005142705105363253,0.003698169132603333,0.008201915491757798,0.014336316767387757,0.019071076736519376,0.013616376204920481,0.006967592858889119,0.008339080070858138,0.02506158815801041,0.015981731013760263,-0.01778955392272714,-0.004799094786498147,0.009407299588175934,-0.013405610977958945,0.004886959786555343,0.005584328170116351,0.010466784384459738,0.021770505639271916,0.01756713850279874,0.0030079780797915203,0.012460791875420518,0.011073651150662911,0.002568822108381925,-0.009387891944118865,0.02253236288938123,0.0028904127974000745,0.007952223124638145,-0.010284917788996444,-0.005308921738550708,-0.026201060200235292,0.008774917624798569,0.010430254559497804,3.505057546617592e-05,-0.024342051825016142,-0.018126066046129558,-0.017333461821415628,-0.00942926672134672,-0.032762138843862657,-0.018310640584922513,-0.018772603022985702,-0.0066949462754068165,-0.006027149639554729,-0.030888833246963465,-0.025454149041597842,-0.021225125826494978,-0.030967401174065875,-0.03875944361225103,-0.03153944802227612,jump,1700
0.0006409160268956516,-0.0007723008173984612,0.005768758036359829,0.014250600937847076,0.9885057471264368,0.9562841530054644,2020-04-07,0.7918088737201366,0.2081911262798633,0.0001682856540117628,7.424437802853089e-05,-0.15118916847794298,2.7648116875891526,0.15502564832366536,0.18366672363707845,0.2074869493333553,0.21021729642129114,0.15543196767986273,0.16627715076159405,0.19021099642162834,0.16296658362089392,0.15912232927025222,0.15263149973808535,0.16575216345139113,0.1265164799768904,0.14136719844741752,0.13384019735587038,0.13942200744467537,0.12381490571769894,0.12077745741098908,0.09667876580864691,0.11568338068557955,0.08992335427205443,0.08935850775753451,0.11155997338987027,0.08567138428958923,0.0806130667773182,0.08708993459484714,0.058022447300063534,0.05566040126511382,0.06423887489363274,0.035797287478109285,0.06343591972164335,0.046767072956758526,0.06843286953151599,0.06703377810656945,0.06701661706784835,0.027092950072809426,0.04366314406464909,0.041757402291496236,0.035025249517950434,0.037179448121572395,0.021171383846077686,0.03306057441068517,0.040414956768956796,0.04758026715617377,0.006910849278875193,0.042821218499671125,0.009060396473816876,0.021732712431143452,0.012693885893836868,0.011094429298490305,0.026756528510861122,0.004090767341771034,0.00022720600730825478,0.01979097464354783,0.0012588414589026515,-0.013356986353351277,0.007983438983907482,0.0012300454685128797,0.012192136281112343,-0.015638645173407902,-0.01418891791302821,0.0020316906043121676,-0.008341310763712542,-0.006658263839364588,0.005980994856670192,-0.013300382066751186,0.00827382590120073,-0.013915045565797632,-0.013868176837355606,-0.017390141652810092,0.008167555932445397,-0.003899707235499413,-0.018163716095834056,0.006848711653757478,0.005873040502038104,-0.014285037956367859,-0.02666183710233494,-0.0010910532601951467,-0.011423442597329999,-0.03253923196352031,-0.0008717944742257893,-0.015995387504175056,-0.014895327676520175,-0.007891839066717183,-0.014278134139283504,-0.024611309825027943,-0.029114060117318374,-0.025824001530461337,-0.00781582876858019,-0.015771952975617443,-0.022741254461138505,-0.019222808485873613,-0.0032480102422448322,-0.018608846340991827,-0.0010650788880431584,-0.0014668937225164945,0.008784743299893235,-0.0021982227195302723,-0.002158486073895793,0.02860761586949872,-0.020441998516217686,jump,1700
0.0006428200116420833,-0.0006789448335780589,0.005770559034472128,0.014343057358739902,0.9884969325153374,0.9564032697547684,2020-04-08,0.7912321286358982,0.2087678713641018,0.00023139192042313081,8.046398937010404e-05,-0.09550198276730185,2.2699632409231674,0.1685841864237385,0.22718027726711282,0.1550572942028034,0.15986434895489887,0.16970976000937865,0.1546117603074379,0.12593110561487672,0.12493976300904196,0.11636231049746311,0.10266170357061964,0.11493507659789659,0.12012079513359634,0.08041748814186396,0.07160297256402595,0.08856224685474673,0.06582887799894824,0.06793638585218177,0.053295149994942004,0.04609413791929532,0.06331410374459645,0.06740164558568985,0.07410063821198268,0.04280384916818137,0.021741086748426345,0.03447265163217948,0.05198606053443021,0.013635414278064376,0.024717504578164764,0.029197313317288563,0.02546769782922173,0.022977764290153347,0.04191150190619058,0.020642076325761642,0.012644032175667617,0.012938084113652848,0.016647233460231985,0.04153004079415751,0.008034742384496743,0.016961330300588367,0.03030032641337112,0.029249208640032522,0.04044847323658806,0.023814054181792513,0.0011072164020632452,0.02899521998512754,0.003427475811151017,0.01945886866189054,0.00545759917167408,0.012053889728472192,0.028617563977068633,-0.007191417564020897,0.015518812534694535,0.006630715301832437,0.006696566012852224,7.0575853992989875e-06,-0.015904886590701845,0.009145133844552395,-0.0032682789150022874,0.014938327189633687,0.006146970304476454,-0.0011751538771473543,0.0027045190490283407,0.022016655829708878,-0.010978522245103742,0.023384035933501936,-0.025994956729040522,-0.0033204928443138952,0.0009540227831479873,0.009816152658307348,-0.0031123313788487135,0.015465497502243552,-0.01397794742729145,-0.007277989981932618,0.010639840833762747,-0.006247274705248699,0.01628452587320714,0.011246801157696804,-0.0177716873668617,0.011356605854479673,0.015948123824841974,0.039198570606686294,0.010700485090621334,0.015066149642596519,0.008495632236308068,0.03071880770030314,-0.0005263098712314239,0.00219898448282291,-0.0031997018516180453,0.0010044946637724952,0.0018862379582610174,0.002013413557712138,6.258258576410597e-05,-0.0025351403008566343,-0.010978971645498945,-0.008649107585973105,-0.020714666521862945,0.003988382559025644,-0.015873297465874094,-0.016659070116689028,-0.021857886110086416,jump,1700
