holding_costs,max_holding,return,std,trans_costs,turnover
0.0005,0.5,0.05411828624235593,0.10064887346990169,0.004,4.072472970597724
0.001,0.5,0.059701296870194875,0.09835939165888544,0.004,3.7062791575815797
0.002,0.5,0.06338699788704139,0.09366756323507092,0.004,3.110389165054393
0.0,0.5,0.04709331582854959,0.10538774921734037,0.008,2.9358869069046425
0.0005,0.5,0.05856769672260942,0.10485350715902723,0.008,2.6773940662344753
0.001,0.5,0.06740876686249386,0.10246089636400572,0.008,2.4262114366073315
0.002,0.5,0.07002416430193215,0.09797312133121534,0.008,2.0411908004329193
0.0,0.5,0.05591307378372545,0.10975246193484824,0.012,2.0121502689830724
0.0005,0.5,0.061325417749932054,0.11163653979648806,0.012,1.8283779811474723
0.001,0.5,0.0654213375447783,0.10798568576241321,0.012,1.7178780599023757
0.002,0.5,0.07285210031977019,0.10329454454777273,0.012,1.4646928625888775
0.0,0.5,0.0645444652618632,0.11461763269952373,0.015,1.6201104678220577
0.0005,0.5,0.06503387957578943,0.1169801256874439,0.015,1.4431207653566598
0.001,0.5,0.06751452282626769,0.11301389187631118,0.015,1.348849050338369
0.002,0.5,0.0721418076556426,0.10708129641952731,0.015,1.195645079719596
