sample_length,$\lambda$,BAC
250,0.25,0.9295454545454546
250,0.25,0.3881856540084388
250,0.25,0.5021097046413502
250,0.25,0.9279452253296624
250,0.25,0.5611814345991561
250,0.25,0.9817351598173516
250,0.25,0.3459915611814346
250,0.25,0.540084388185654
250,0.25,0.9444444444444444
250,0.25,0.6455696202531646
250,0.25,0.46835443037974683
250,0.25,0.8854200719189278
250,0.25,0.9072398190045249
250,0.25,0.9351525821596245
250,0.25,0.3080168776371308
250,0.25,0.5274261603375527
250,0.25,0.6666666666666666
250,0.25,0.8375
250,0.25,0.8646996278575225
250,0.25,0.9512195121951219
250,0.25,0.9236237695953335
250,0.25,0.4978902953586498
250,0.25,0.9329896907216495
250,0.25,0.5822784810126582
250,0.25,0.8237566393046838
250,0.25,0.6160337552742616
250,0.25,0.7637130801687764
250,0.25,0.9775784753363228
250,0.25,0.9434487492373398
250,0.25,0.8713037634408602
250,0.25,0.4388185654008439
250,0.25,0.5189873417721519
250,0.25,0.5822784810126582
250,0.25,0.4810126582278481
250,0.25,0.8359969558599696
250,0.25,0.9558419768151312
250,0.25,0.7894009216589861
250,0.25,0.47257383966244726
250,0.25,0.5358649789029536
250,0.25,0.8317251461988304
250,0.25,0.7276595744680852
250,0.25,0.6033755274261603
250,0.25,0.5189873417721519
250,0.25,0.8867924528301887
250,0.25,0.9478609625668449
250,0.25,0.2911392405063291
250,0.25,0.7919254658385093
250,0.25,0.6286919831223629
250,0.25,0.7510548523206751
250,0.25,0.8953514739229025
250,0.25,0.9469026548672566
250,0.25,0.9761904761904762
250,0.25,0.4767932489451477
250,0.25,0.8845812182741117
250,0.25,0.9327838827838828
250,0.25,0.6118143459915611
250,0.25,0.5147679324894515
250,0.25,0.7199781659388647
250,0.25,0.884016973125884
250,0.25,0.8734177215189873
250,0.25,0.46835443037974683
250,0.25,0.4810126582278481
250,0.25,0.5864978902953587
250,0.25,0.8712667994026879
250,0.25,0.5485232067510548
250,0.25,0.5527426160337553
250,0.25,0.5569620253164557
250,0.25,0.8272676371780515
250,0.25,0.5951612903225807
250,0.25,0.4810126582278481
250,0.25,0.8958333333333333
250,0.25,0.9348058806737083
250,0.25,0.8379888268156425
250,0.25,0.4388185654008439
250,0.25,0.45147679324894513
250,0.25,0.9278622540250447
250,0.25,0.7487437185929648
250,0.25,0.9081632653061225
250,0.25,0.6442241968557758
250,0.25,0.6624472573839663
250,0.25,0.48523206751054854
250,0.25,0.4641350210970464
250,0.25,0.5611814345991561
250,0.25,0.6329113924050633
250,0.25,0.755
250,0.25,0.5316455696202531
250,0.25,0.569620253164557
250,0.25,0.2404255319148936
250,0.25,0.3459915611814346
250,0.25,0.9600794797687862
250,0.25,0.7530655391120507
250,0.25,0.9413756236635781
250,0.25,0.9130630630630631
250,0.25,0.4936708860759494
250,0.25,0.9046345811051694
250,0.25,0.5021097046413502
250,0.25,0.46835443037974683
250,0.25,0.459915611814346
250,0.25,0.8851091142490373
250,0.25,0.6118143459915611
250,0.25,0.7637130801687764
250,0.25,0.6160337552742616
250,0.25,0.8018156193002819
250,0.25,0.9678362573099415
250,0.25,0.5443037974683544
250,0.25,0.9611872146118721
250,0.25,0.6452991452991452
250,0.25,0.9534980106100795
250,0.25,0.9493572695035462
250,0.25,0.9249211582568808
250,0.25,0.9470713849908481
250,0.25,0.47257383966244726
250,0.25,0.6487967914438503
250,0.25,0.4388185654008439
250,0.25,0.8229813664596273
250,0.25,0.7986111111111112
250,0.25,0.6624472573839663
250,0.25,0.48945147679324896
250,0.25,0.7618354932557525
250,0.25,0.8787132299666716
250,0.25,0.5316455696202531
250,0.25,0.6329113924050633
250,0.25,0.5780590717299579
250,0.25,0.4008438818565401
250,0.25,0.27848101265822783
250,0.25,0.6329113924050633
250,0.25,0.5485232067510548
250,0.25,0.9427747419550698
250,0.25,0.8774746499275712
250,0.25,0.5274261603375527
250,0.25,0.5485232067510548
250,0.25,0.9459459459459459
250,0.25,0.510548523206751
250,0.25,0.875
250,0.25,0.41350210970464135
250,0.25,0.8577075098814229
250,0.25,0.8768191268191268
250,0.25,0.7045454545454546
250,0.25,0.7172995780590717
250,0.25,0.8617886178861789
250,0.25,0.5611814345991561
250,0.25,0.9504735595895817
250,0.25,0.569620253164557
250,0.25,0.9735576923076923
250,0.25,0.8052631578947369
250,0.25,0.8170212765957447
250,0.25,0.9072164948453608
250,0.25,0.459915611814346
250,0.25,0.4430379746835443
250,0.25,0.5358649789029536
250,0.25,0.5738396624472574
250,0.25,0.4050632911392405
250,0.25,0.5021097046413502
250,0.25,0.84375
250,0.25,0.8995222929936306
250,0.25,0.5780590717299579
250,0.25,0.7904716981132076
250,0.25,0.8829896907216495
250,0.25,0.8630149471381698
250,0.25,0.9883720930232558
250,0.25,0.9522956326987682
250,0.25,0.8609305160503861
250,0.25,0.6118143459915611
250,0.25,0.8247354497354498
250,0.25,0.8498033044846578
250,0.25,0.5991561181434599
250,0.25,0.45147679324894513
250,0.25,0.5274261603375527
250,0.25,0.8911000326904217
250,0.25,0.8974358974358974
250,0.25,0.7468354430379747
250,0.25,0.8952773613193403
250,0.25,0.9696969696969697
250,0.25,0.6769005847953217
250,0.25,0.9227191413237925
250,0.25,0.5780590717299579
250,0.25,0.7748257839721254
250,0.25,0.8226600985221675
250,0.25,0.8384589947089947
250,0.25,0.8059071729957806
250,0.25,0.540084388185654
250,0.25,0.8453216374269006
250,0.25,0.931951871657754
250,0.25,0.47257383966244726
250,0.25,0.7457264957264957
250,0.25,0.540084388185654
250,0.25,0.4430379746835443
250,0.25,0.6497890295358649
250,0.25,0.4050632911392405
250,0.25,0.828125
250,0.25,0.8728700300701637
250,0.25,0.6371308016877637
250,0.25,0.8309990662931839
250,0.25,0.4388185654008439
250,0.25,0.962962962962963
250,0.25,0.5021097046413502
250,0.25,0.9785714285714286
250,0.25,0.8911290322580645
250,0.25,0.9122670807453417
250,0.25,0.8645796064400715
250,0.25,0.899861677344205
250,0.25,0.41350210970464135
250,0.25,0.7510548523206751
250,0.25,0.75
250,0.25,0.6371308016877637
250,0.25,0.8505411255411255
250,0.25,0.9202991452991454
250,0.25,0.6371308016877637
250,0.25,0.4641350210970464
250,0.25,0.8625760649087221
250,0.25,0.7722982084376806
250,0.25,0.5991561181434599
250,0.25,0.4345991561181435
250,0.25,0.9611471861471861
250,0.25,0.9246575342465753
250,0.25,0.04219409282700422
250,0.25,0.38396624472573837
250,0.25,0.5147679324894515
250,0.25,0.9170645310334206
250,0.25,0.9613095238095238
250,0.25,0.5316455696202531
250,0.25,0.689327485380117
250,0.25,0.5738396624472574
250,0.25,0.8547008547008548
250,0.25,0.6540084388185654
250,0.25,0.9829268292682927
250,0.25,0.5907172995780591
250,0.25,0.734375
250,0.25,0.8650079216477027
250,0.25,0.9420454545454545
250,0.25,0.6413502109704642
250,0.25,0.9476893453145058
250,0.25,0.9930875576036866
250,0.25,0.4641350210970464
250,0.25,0.3755274261603376
250,0.25,0.48945147679324896
250,0.25,0.4641350210970464
250,0.25,0.4936708860759494
250,0.25,0.39662447257383965
250,0.25,0.8928571428571428
250,0.25,0.5358649789029536
250,0.25,0.46835443037974683
250,0.25,0.37130801687763715
250,0.25,0.6160337552742616
250,0.25,0.7805907172995781
250,0.25,0.39662447257383965
250,0.25,0.6244725738396625
250,0.25,0.5822784810126582
250,0.25,0.5485232067510548
250,0.25,0.9210526315789473
250,0.25,0.8833871678167671
250,0.25,0.6624472573839663
250,0.25,0.6582278481012658
250,0.25,0.5991561181434599
250,0.25,0.5232067510548524
250,0.25,0.944400895856663
250,0.25,0.5864978902953587
250,0.25,0.9264705882352942
250,0.25,0.5654008438818565
250,0.25,0.8366549604916593
250,0.25,0.47257383966244726
250,0.25,0.7445128779395297
250,0.25,0.8974465262808822
250,0.25,0.9378238341968912
250,0.25,0.875388198757764
250,0.25,0.875
250,0.25,0.9308691308691308
250,0.25,0.7983516483516484
250,0.25,0.9620253164556962
250,0.25,0.85
250,0.25,0.5232067510548524
250,0.25,0.4810126582278481
250,0.25,0.48945147679324896
250,0.25,0.5021097046413502
250,0.25,0.5822784810126582
250,0.25,0.9659090909090908
250,0.25,0.46835443037974683
250,0.25,0.8913647183284845
250,0.25,0.5485232067510548
250,0.25,0.540084388185654
250,0.25,0.569620253164557
250,0.25,0.8307722929936305
250,0.25,0.9073170731707316
250,0.25,0.9477743758831841
250,0.25,0.5189873417721519
250,0.25,0.8746543778801843
250,0.25,0.510548523206751
250,0.25,0.6075949367088608
250,0.25,0.3755274261603376
250,0.25,0.8235294117647058
250,0.25,0.8222748815165877
250,0.25,0.6455696202531646
250,0.25,0.7575107296137339
250,0.25,0.5485232067510548
250,0.25,0.6732456140350878
250,0.25,0.3755274261603376
250,0.25,0.8445431472081218
250,0.25,0.6244725738396625
250,0.25,0.9310344827586207
250,0.25,0.8997291568535092
250,0.25,0.807162991212071
250,0.25,0.9567901234567902
250,0.25,0.4978902953586498
250,0.25,0.540084388185654
250,0.25,0.3037974683544304
250,0.25,0.9478260869565218
250,0.25,0.7982456140350878
250,0.25,0.6497890295358649
250,0.25,0.5358649789029536
250,0.25,0.45569620253164556
250,0.25,0.9380165289256198
250,0.25,0.5569620253164557
250,0.25,1.0
250,0.25,0.8216101694915254
250,0.25,0.5063291139240507
250,0.25,0.9099808562478247
250,0.25,0.46835443037974683
250,0.25,0.8333333333333333
250,0.25,0.34177215189873417
250,0.25,0.7960680751173709
250,0.25,0.4388185654008439
250,0.25,0.9387825572217837
250,0.25,0.5654008438818565
250,0.25,0.510548523206751
250,0.25,0.8282608695652174
250,0.25,0.4388185654008439
250,0.25,0.8609618104667609
250,0.25,0.5780590717299579
250,0.25,0.9285714285714286
250,0.25,0.9529100529100529
250,0.25,0.5949367088607594
250,0.25,0.831578947368421
250,0.25,0.887856108160309
250,0.25,0.679324894514768
250,0.25,0.5189873417721519
250,0.25,0.9615275813295615
250,0.25,0.6413502109704642
250,0.25,0.5443037974683544
250,0.25,0.759493670886076
250,0.25,0.6877637130801688
250,0.25,0.8530805687203791
250,0.25,0.6075949367088608
250,0.25,0.955809910170965
250,0.25,0.5907172995780591
250,0.25,0.8418803418803419
250,0.25,0.8861607142857143
250,0.25,0.459915611814346
250,0.25,0.6535389915440025
250,0.25,0.6118143459915611
250,0.25,0.829696394686907
250,0.25,0.8615664845173042
250,0.25,0.7184873949579832
250,0.25,0.7816455696202531
250,0.25,0.828676836345548
250,0.25,0.8312236286919831
250,0.25,0.6835443037974683
250,0.25,0.948105081826012
250,0.25,0.5147679324894515
250,0.25,0.6160337552742616
250,0.25,0.839206560283688
250,0.25,0.620253164556962
250,0.25,0.5949367088607594
250,0.25,0.5822784810126582
250,0.25,0.6244725738396625
250,0.25,0.9646164021164021
250,0.25,0.7510548523206751
250,0.25,0.46835443037974683
250,0.25,0.6732456140350878
250,0.25,0.39662447257383965
250,0.25,0.6160337552742616
250,0.25,0.9690329416297438
250,0.25,0.5316455696202531
250,0.25,0.929519071310116
250,0.25,0.8801652892561984
250,0.25,0.9251461988304094
250,0.25,0.41350210970464135
250,0.25,0.5021097046413502
250,0.25,0.7130801687763713
250,0.25,0.5822784810126582
250,0.25,0.5358649789029536
250,0.25,0.5822784810126582
250,0.25,0.5232067510548524
250,0.25,0.8216480764853176
250,0.25,0.5232067510548524
250,0.25,0.5358649789029536
250,0.25,0.6118143459915611
250,0.25,0.3628691983122363
250,0.25,0.5147679324894515
250,0.25,0.9432989690721649
250,0.25,0.4345991561181435
250,0.25,0.4810126582278481
250,0.25,0.5456896551724137
250,0.25,0.9429530201342282
250,0.25,0.5147679324894515
250,0.25,0.9084507042253521
250,0.25,0.6966666666666668
250,0.25,0.4345991561181435
250,0.25,0.38396624472573837
250,0.25,0.9227285900594118
250,0.25,0.950401376146789
250,0.25,0.5949367088607594
250,0.25,0.7971014492753623
250,0.25,0.7778520499108734
250,0.25,0.540084388185654
250,0.25,0.4430379746835443
250,0.25,0.9519594594594595
250,0.25,0.6388888888888888
250,0.25,0.31645569620253167
250,0.25,0.8491968352912971
250,0.25,0.8903290129611167
250,0.25,0.8645576707726763
250,0.25,0.5443037974683544
250,0.25,0.510548523206751
250,0.25,0.8150684931506849
250,0.25,0.9305334394904459
250,0.25,0.7383241758241759
250,0.25,0.4810126582278481
250,0.25,0.7118226600985221
250,0.25,0.9344978165938864
250,0.25,0.5949367088607594
250,0.25,0.3333333333333333
250,0.25,0.96875
250,0.25,0.4978902953586498
250,0.25,0.5316455696202531
250,0.25,0.8866452991452991
250,0.25,0.7168235651381719
250,0.25,0.4936708860759494
250,0.25,0.868421052631579
250,0.25,0.9072986577181208
250,0.25,0.6075949367088608
250,0.25,0.6075949367088608
250,0.25,0.5611814345991561
250,0.25,0.5738396624472574
250,0.25,0.9085069444444445
250,0.25,0.6877637130801688
250,0.25,0.8946088794926004
250,0.25,0.5569620253164557
250,0.25,0.8008474576271186
250,0.25,0.6286919831223629
250,0.25,0.9116310160427807
250,0.25,0.4430379746835443
250,0.25,0.9357891671520093
250,0.25,0.9130434782608696
250,0.25,0.6455696202531646
250,0.25,0.880794701986755
250,0.25,0.91796875
250,0.25,0.9680875576036866
250,0.25,0.7878787878787878
250,0.25,0.5443037974683544
250,0.25,0.6540084388185654
250,0.25,0.379746835443038
250,0.25,0.8670634920634921
250,0.25,0.41350210970464135
250,0.25,0.9975490196078431
250,0.25,0.9696969696969697
250,0.25,0.3008474576271186
250,0.25,0.763157894736842
250,0.25,0.6160337552742616
250,0.25,0.42616033755274263
250,0.25,0.94875
250,0.25,0.6708860759493671
250,0.25,0.45147679324894513
250,0.25,0.956953642384106
250,0.25,0.7172995780590717
250,0.25,0.8829113924050633
250,0.25,0.9145569620253164
250,0.25,0.804047976011994
250,0.25,0.9114583333333333
250,0.25,0.5611814345991561
250,0.25,0.9666666666666667
250,0.25,0.8895168439716312
250,0.25,0.6371308016877637
250,0.25,0.8896551724137931
250,0.25,0.6286919831223629
250,0.25,0.9660667251975417
250,0.25,0.6244725738396625
250,0.25,0.47257383966244726
250,0.25,0.8949106449106449
250,0.25,0.703125
250,0.25,0.4641350210970464
250,0.25,0.5443037974683544
250,0.25,0.6877637130801688
250,0.25,0.5189873417721519
250,0.25,0.8759244689221086
250,0.25,0.39662447257383965
250,0.25,0.9767441860465116
250,0.25,0.7777777777777778
250,0.25,0.5443037974683544
250,0.25,0.8059071729957806
250,0.25,0.4219409282700422
250,0.25,0.6666666666666666
250,0.25,0.7893617021276595
250,0.25,0.4092827004219409
250,0.25,0.6708860759493671
250,0.25,0.7061611374407583
250,0.25,0.9767441860465116
250,0.25,0.9661729098419028
250,0.25,0.5864978902953587
250,0.25,0.94523988005997
250,0.25,0.510548523206751
250,0.25,0.5358649789029536
250,0.25,0.9927884615384616
250,0.25,0.5991561181434599
250,0.25,0.5147679324894515
250,0.25,0.4810126582278481
250,0.25,0.5569620253164557
250,0.25,0.9448200175592625
250,0.25,0.5949367088607594
250,0.25,0.8325991189427313
250,0.25,1.0
250,0.25,0.8416490486257928
250,0.25,0.6160337552742616
250,0.25,0.5358649789029536
250,0.25,0.4219409282700422
250,0.25,0.945628612716763
250,0.25,0.9273219814241487
250,0.25,0.9182722929936306
250,0.25,0.7468354430379747
250,0.25,0.5021097046413502
250,0.25,0.5274261603375527
250,0.25,0.5063291139240507
250,0.25,0.922608191013099
250,0.25,0.8170212765957447
250,0.25,0.9291772057729505
250,0.25,0.5358649789029536
250,0.25,0.48523206751054854
250,0.25,0.9064719810576164
250,0.25,0.29957805907172996
250,0.25,0.8232323232323232
250,0.25,0.8894416607015032
250,0.25,0.42616033755274263
250,0.25,0.6666666666666666
250,0.25,0.8696961009174312
250,0.25,0.5205627705627706
250,0.25,0.9578373015873016
250,0.25,0.5485232067510548
250,0.25,0.5147679324894515
250,0.25,0.4008438818565401
250,0.25,0.8904458598726115
250,0.25,0.729957805907173
250,0.25,0.45569620253164556
250,0.25,0.5358649789029536
250,0.25,0.8333333333333333
250,0.25,0.8674055829228243
250,0.25,1.0
250,0.25,0.45147679324894513
250,0.25,0.8148936170212766
250,0.25,0.8571428571428572
250,0.25,0.540084388185654
250,0.25,0.5214629120879121
250,0.25,0.9297701149425287
250,0.25,0.7515337423312883
250,0.25,0.6437156593406593
250,0.25,0.5021097046413502
250,0.25,0.9793577981651376
250,0.25,0.6329113924050633
250,0.25,0.5443037974683544
250,0.25,0.4810126582278481
250,0.25,0.6160337552742616
250,0.25,0.8143382352941176
250,0.25,0.4345991561181435
250,0.25,0.90625
250,0.25,0.9732824427480916
250,0.25,0.5358649789029536
250,0.25,0.5780590717299579
250,0.25,0.9693084693084693
250,0.25,0.9108159392789374
250,0.25,0.7456896551724138
250,0.25,0.7791666666666667
250,0.25,0.43037974683544306
250,0.25,0.9499651931778629
250,0.25,0.6455696202531646
250,0.25,0.5485232067510548
250,0.25,0.32489451476793246
250,0.25,0.9551753393665159
250,0.25,0.5864978902953587
250,0.25,0.48945147679324896
250,0.25,0.5189873417721519
250,0.25,0.8386243386243386
250,0.25,0.5611814345991561
250,0.25,0.7256410256410256
250,0.25,0.5738396624472574
250,0.25,0.5780590717299579
250,0.25,0.6033755274261603
250,0.25,0.9099999999999999
250,0.25,0.5991561181434599
250,0.25,0.5864978902953587
250,0.25,0.6751054852320675
250,0.25,0.6403508771929824
250,0.25,0.9541569541569541
250,0.25,0.8715596330275229
250,0.25,0.5822784810126582
250,0.25,0.4092827004219409
250,0.25,0.3459915611814346
250,0.25,0.5147679324894515
250,0.25,0.9261099365750529
250,0.25,0.942251461988304
250,0.25,0.903464499572284
250,0.25,0.4936708860759494
250,0.25,0.48945147679324896
250,0.25,0.9826839826839826
250,0.25,0.48945147679324896
250,0.25,0.8677589852008456
250,0.25,0.5611814345991561
250,0.25,0.5274261603375527
250,0.25,0.9096461008455998
250,0.25,0.5063291139240507
250,0.25,0.6118143459915611
250,0.25,0.6075949367088608
250,0.25,0.4430379746835443
250,0.25,0.9227941176470589
250,0.25,0.6075949367088608
250,0.25,0.5443037974683544
250,0.25,0.5527426160337553
250,0.25,0.9463963963963964
250,0.25,0.6118143459915611
250,0.25,0.9095744680851063
250,0.25,0.6925324675324676
250,0.25,0.9660919540229885
250,0.25,0.7638888888888888
250,0.25,0.9310344827586207
250,0.25,0.5780590717299579
250,0.25,0.5569620253164557
250,0.25,0.8098591549295775
250,0.25,0.6497890295358649
250,0.25,0.6075949367088608
250,0.25,0.5189873417721519
250,0.25,0.5864978902953587
250,0.25,0.6455696202531646
250,0.25,0.9595812182741117
250,0.25,0.9082317073170731
250,0.25,0.4810126582278481
250,0.25,0.80441400304414
250,0.25,0.7900143163922692
250,0.25,0.9126984126984127
250,0.25,0.5907172995780591
250,0.25,0.46835443037974683
250,0.25,0.6497890295358649
250,0.25,0.6497890295358649
250,0.25,0.9128763613068546
250,0.25,0.70042194092827
250,0.25,1.0
250,0.25,0.6604077253218884
250,0.25,0.8521749335002347
250,0.25,0.6211206896551724
250,0.25,0.5822784810126582
250,0.25,0.4767932489451477
250,0.25,0.679324894514768
250,0.25,0.4388185654008439
250,0.25,0.90625
250,0.25,0.5780590717299579
250,0.25,0.9719562861271676
250,0.25,0.9199324324324325
250,0.25,0.9568715680292861
250,0.25,0.8297565663036515
250,0.25,0.9344594594594595
250,0.25,0.4388185654008439
250,0.25,0.8763440860215054
250,0.25,0.35443037974683544
250,0.25,0.5147679324894515
250,0.25,0.6582278481012658
250,0.25,0.9162309368191721
250,0.25,0.8688524590163935
250,0.25,0.9353120243531202
250,0.25,0.9632936507936508
250,0.25,0.9230769230769231
250,0.25,0.894320509902117
250,0.25,0.6033755274261603
250,0.25,0.4388185654008439
250,0.25,0.45569620253164556
250,0.25,0.9545454545454546
250,0.25,0.3755274261603376
250,0.25,0.7702127659574468
250,0.25,0.5358649789029536
250,0.25,0.9438102297998517
250,0.25,0.5485232067510548
250,0.25,0.45569620253164556
250,0.25,0.8853021978021978
250,0.25,0.7593240093240093
250,0.25,0.5738396624472574
250,0.25,0.4978902953586498
250,0.25,0.9285243741765481
250,0.25,0.9839449541284404
250,0.25,0.9299065420560748
250,0.25,0.4219409282700422
250,0.25,0.9800884955752213
250,0.25,0.8860759493670887
250,0.25,0.9516253207869975
250,0.25,0.4219409282700422
250,0.25,0.4810126582278481
250,0.25,0.8772027373823781
250,0.25,0.48945147679324896
250,0.25,0.9875621890547264
250,0.25,0.8421052631578947
250,0.25,0.9318181818181819
250,0.25,0.6075949367088608
250,0.25,0.731896551724138
250,0.25,0.39662447257383965
250,0.25,0.5316455696202531
250,0.25,0.3628691983122363
250,0.25,0.4388185654008439
250,0.25,0.9799653246002697
250,0.25,0.4810126582278481
250,0.25,0.4936708860759494
250,0.25,0.8709677419354839
250,0.25,0.379746835443038
250,0.25,0.5907172995780591
250,0.25,0.9911504424778761
250,0.25,0.8377963125548727
250,0.25,0.569620253164557
250,0.25,0.9183135704874835
250,0.25,0.6497890295358649
250,0.25,0.459915611814346
250,0.25,0.9809555629802873
250,0.25,0.569620253164557
250,0.25,0.8111111111111111
250,0.25,0.9428571428571428
250,0.25,0.5485232067510548
250,0.25,0.47257383966244726
250,0.25,0.5822784810126582
250,0.25,0.8678821178821179
250,0.25,0.4345991561181435
250,0.25,0.9549910873440286
250,0.25,0.8209572335449382
250,0.25,0.7341772151898734
250,0.25,0.927007299270073
250,0.25,0.45147679324894513
250,0.25,0.5527426160337553
250,0.25,0.6286919831223629
250,0.25,0.915023332831552
250,0.25,0.9047864506627393
250,0.25,0.6118143459915611
250,0.25,0.7739130434782608
250,0.25,0.6057268722466961
250,0.25,0.5991561181434599
250,0.25,0.7172995780590717
250,0.25,0.45569620253164556
250,0.25,0.6244725738396625
250,0.25,0.8908920539730135
250,0.25,0.540084388185654
250,0.25,0.8988190117374293
250,0.25,0.5485232067510548
250,0.25,0.4008438818565401
250,0.25,0.4978902953586498
250,0.25,0.938953488372093
250,0.25,0.9828326180257511
250,0.25,0.6624472573839663
250,0.25,0.9179310344827586
250,0.25,0.9493572695035462
250,0.25,0.47257383966244726
250,0.25,0.5147679324894515
250,0.25,0.45147679324894513
250,0.25,0.9351851851851851
250,0.25,0.8571428571428572
250,0.25,0.4936708860759494
250,0.25,0.5780590717299579
250,0.25,0.41350210970464135
250,0.25,0.5527426160337553
250,0.25,0.9756637168141593
250,0.25,0.9827586206896552
250,0.25,0.8966589861751152
250,0.25,0.8027280858676208
250,0.25,0.379746835443038
250,0.25,0.9098930481283423
250,0.25,0.8676543209876544
250,0.25,0.45147679324894513
250,0.25,0.7341772151898734
250,0.25,0.8594127111826226
250,0.25,0.9488888888888889
250,0.25,0.8724323062558357
250,0.25,0.8228432679489621
250,0.25,0.7704545454545455
250,0.25,0.9035947712418301
250,0.25,0.540084388185654
250,0.25,0.6413502109704642
250,0.25,0.856081081081081
250,0.25,0.8694029850746269
250,0.25,0.856081081081081
250,0.25,0.459915611814346
250,0.25,0.8458333333333333
250,0.25,0.6160337552742616
250,0.25,0.8524590163934427
250,0.25,0.9189189189189189
250,0.25,0.9492001523519329
250,0.25,0.8217900063251107
250,0.25,0.4388185654008439
250,0.25,0.4219409282700422
250,0.25,0.8787878787878788
250,0.25,0.6286919831223629
250,0.25,0.4767932489451477
250,0.25,0.33755274261603374
250,0.25,0.5063291139240507
250,0.25,0.9819245082402976
250,0.25,0.8862433862433863
250,0.25,0.5949367088607594
250,0.25,0.6329113924050633
250,0.25,0.8347715736040608
250,0.25,0.9486320889142206
250,0.25,0.6973684210526316
250,0.25,0.709203036053131
250,0.25,0.5569620253164557
250,0.25,0.9659090909090908
250,0.25,0.9069835680751174
250,0.25,0.5527426160337553
250,0.25,0.6624472573839663
250,0.25,0.9766949152542372
250,0.25,0.8558951965065502
250,0.25,0.9483830845771144
250,0.25,0.4388185654008439
250,0.25,0.48523206751054854
250,0.25,0.5021097046413502
250,0.25,0.5780590717299579
250,0.25,0.7994597615499255
250,0.25,0.5232067510548524
250,0.25,0.9098173515981736
250,0.25,0.3924050632911392
250,0.25,0.5738396624472574
250,0.25,0.6779411764705883
250,0.25,0.5738396624472574
250,0.25,0.6244725738396625
250,0.25,0.31645569620253167
250,0.25,0.4219409282700422
250,0.25,0.569620253164557
250,0.25,0.5274261603375527
250,0.25,0.47257383966244726
250,0.25,0.6666666666666666
250,0.25,0.49515418502202646
250,0.25,0.7172995780590717
