$\mu_1$,$\mu_2$,$\sigma_1$,$\sigma_2$,$q_{11}$,$q_{22}$,BAC,is_fitted,two_states,model,Simulation length
0.0002952386256941,0.0012171375129881,0.0072371044958614,0.0075980722343597,0.9444444444444444,1.0,0.0759493670886076,True,False,jump,250
-0.0007702392712181,0.0007783360555174,0.0067154778191692,0.007761858422047,0.9696969696969696,0.9823529411764704,0.2827004219409282,True,False,jump,250
-0.0004094825303027,-0.000111715396853,0.0086207079296899,0.0168666738684095,0.993006993006993,1.0,0.8983050847457628,True,True,jump,250
0.0007392126056343,-0.0040191353835421,0.0072701281740713,0.0144340123499953,0.9950980392156864,0.96875,0.954896383583909,True,True,jump,250
0.0003731024201527,0.0061121545079476,0.0162239323025059,0.0247408722581138,0.9951923076923076,0.9642857142857144,0.8818565400843882,True,True,jump,250
0.0010108075296988,-0.0033359767217624,0.0075153769952062,0.0091801117800064,0.9953271028037384,0.9090909090909092,0.9071729957805909,True,False,jump,250
-0.0003119517891583,-0.0012742423870385,0.0080847976948521,0.0186305588869725,1.0,0.9946236559139784,0.9894736842105264,True,True,jump,250
0.0005479189872746,-0.0011329883829876,0.0082045648605011,0.0114454320858466,1.0,0.9166666666666666,0.8529411764705883,True,True,jump,250
0.0013053266105174,-0.002498380950084,0.0084060012133033,0.0156267335209932,1.0,0.9803921568627452,0.8863636363636364,True,True,jump,250
0.0001590569602695,-0.004805465150282,0.0080224519701172,,0.9957446808510638,0.0,0.9957805907172996,True,False,jump,250
0.0023002034750758,0.0008168146353142,0.0059488528128156,0.0069395228325687,0.9411764705882352,0.9954337899543378,0.0717299578059071,True,False,jump,250
2.183655314876745e-05,0.0008796743675332,0.0070724782885138,0.0083036531634779,0.967741935483871,0.9885057471264368,0.2616033755274262,True,False,jump,250
0.0008879877834327,0.0006008233696577,0.0073738971695868,0.008475324844132,0.9900497512437813,0.9714285714285714,0.8481012658227848,True,True,jump,250
0.001893549864983,-0.0003384503982214,0.0082891249896091,0.0191329476707656,1.0,0.9906542056074766,0.9863636363636364,True,True,jump,250
0.0001168378093268,0.0,0.007725652771062,0.0,1.0,0.0,0.0,True,False,jump,250
-0.0008307391995712,-0.0002592765287307,0.0075748588710488,0.009186321306711,1.0,0.9891304347826086,0.6118143459915611,True,False,jump,250
0.0019823524636827,0.000490614259502,0.0083159099038069,0.0084685311324232,0.5,0.9913793103448276,0.5085836909871244,True,True,jump,250
0.0007006120223009,0.0006639411406353,0.0073213722666873,0.0078496513177455,0.981132075471698,0.994535519125683,0.2236286919831223,True,False,jump,250
0.0021581520878025,0.0004460241848814,0.005842493081141,0.0080400614315279,0.9714285714285714,0.9950248756218906,0.1476793248945147,True,False,jump,250
0.0002280166363379,0.0014897766679613,0.0080498731731216,0.0168314880714128,0.9878048780487804,1.0,0.9320116487455196,True,True,jump,250
0.0010446755253813,0.0013228101964265,0.0073119715232813,0.009321940694618,0.9894736842105264,0.9565217391304348,0.8059071729957806,True,False,jump,250
0.0004675472207697,-0.005419490451678,0.0080069292079313,0.0139069432650227,1.0,0.9375,0.9210526315789472,True,True,jump,250
-0.0027265816960179,0.0006843913806501,0.0075619999851114,0.0076826482578611,0.9473684210526316,0.98989898989899,0.160337552742616,True,False,jump,250
-0.0004908048040243,-0.0002273151626704,0.0071203427726354,0.0085762011237086,0.991304347826087,0.9917355371900828,0.4894514767932489,True,False,jump,250
0.0020949910369572,-0.0001087078665186,0.0073606003657875,0.0080471229823163,0.9714285714285714,0.9900497512437813,0.1518987341772152,True,False,jump,250
0.0015552851691663,-0.000556486771029,0.0071290590789303,0.0076555947748639,0.9903846153846154,0.9642857142857144,0.8776371308016878,True,False,jump,250
-0.0064531928269585,-0.000190261677269,0.0050391268516041,0.007386580636898,0.0,0.9871244635193132,0.0126582278481012,True,False,jump,250
6.509692474256151e-05,-0.0007906676891066,0.0075072889297723,0.0105301356715041,0.9903846153846154,0.9285714285714286,0.5670600858369099,True,True,jump,250
-0.0006148085622539,0.0024971824062906,0.0077675477546203,0.0078418520874671,0.983957219251337,0.9387755102040816,0.7932489451476793,True,False,jump,250
0.0034058773588026,-0.0003760074123176,0.0058360390562868,0.0070501682283302,0.9444444444444444,0.99,0.1518987341772152,True,False,jump,250
0.0010542209841434,0.001345721089371,0.0079931487399774,0.0164946828471897,0.9947368421052633,0.9565217391304348,0.9173992673992676,True,True,jump,250
0.0003784874278158,-0.0012038790796505,0.0100153525279291,0.0159889120418637,0.987012987012987,0.9634146341463414,0.835419734904271,True,True,jump,250
0.0001077930683228,-0.0030219469614075,0.0085590167026917,0.017183637309893,0.990990990990991,0.992,0.9110048529831573,True,True,jump,250
0.0008404270934964,-0.001227566727717,0.0079731706858902,0.008596052989923,0.9954128440366972,0.9444444444444444,0.9240506329113924,True,False,jump,250
0.0008314519847648,0.0004918277265205,0.0088507652431843,0.0146574637814777,0.986842105263158,0.9761904761904762,0.7967426459263822,True,True,jump,250
0.000916261968495,0.0086586994894573,0.0072619911804114,0.009104806067862,0.9957264957264956,0.5,0.9915611814345991,True,False,jump,250
